year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,5,0
1910,0,0
1911,0,0
1912,6,0
1913,0,0
1914,8,0
1915,5,0
1916,5,0
1917,5,0
1918,11,0
1919,6,0
1920,11,0
1921,6,0
1922,20,0
1923,11,0
1924,20,0
1925,11,0
1926,10,0
1927,12,0
1928,9,0
1929,17,0
1930,11,0
1931,7,0
1932,5,0
1933,8,0
1934,8,0
1935,9,0
1936,7,0
1937,8,0
1938,6,0
1939,12,0
1940,0,0
1941,8,0
1942,5,0
1943,9,0
1944,14,0
1945,12,0
1946,10,0
1947,7,0
1948,11,0
1949,10,0
1950,7,0
1951,8,0
1952,12,0
1953,7,0
1954,15,0
1955,13,0
1956,11,0
1957,14,0
1958,12,0
1959,7,0
1960,12,0
1961,7,0
1962,9,0
1963,7,0
1964,6,0
1965,11,0
1966,13,0
1967,11,0
1968,10,0
1969,13,0
1970,9,0
1971,12,0
1972,12,0
1973,21,0
1974,14,0
1975,13,0
1976,14,0
1977,15,0
1978,18,0
1979,11,0
1980,14,0
1981,13,0
1982,16,0
1983,15,0
1984,20,0
1985,18,0
1986,17,0
1987,16,0
1988,18,0
1989,17,0
1990,23,0
1991,17,0
1992,23,0
1993,19,0
1994,21,0
1995,22,0
1996,15,0
1997,12,0
1998,19,0
1999,15,0
2000,25,0
2001,19,0
2002,13,0
2003,20,0
2004,15,0
2005,21,0
2006,20,0
2007,16,0
2008,17,0
2009,0,0
2010,12,0
2011,11,0
2012,12,0
2013,11,0
2014,12,0
2015,8,0
2016,11,0
2017,10,0
2018,13,0
2019,14,0
