year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,5
1920,0,0
1921,0,5
1922,0,0
1923,0,0
1924,0,0
1925,0,5
1926,0,6
1927,0,0
1928,0,5
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,6
1938,0,0
1939,0,9
1940,0,7
1941,0,0
1942,0,27
1943,0,22
1944,0,20
1945,6,21
1946,0,20
1947,0,20
1948,5,37
1949,8,49
1950,8,58
1951,6,67
1952,11,105
1953,10,80
1954,11,149
1955,17,253
1956,20,293
1957,23,262
1958,42,294
1959,55,296
1960,45,302
1961,44,405
1962,48,437
1963,55,428
1964,41,458
1965,40,505
1966,47,465
1967,46,465
1968,89,1578
1969,142,4925
1970,120,3813
1971,142,3770
1972,151,2993
1973,215,3020
1974,216,3380
1975,267,3878
1976,283,4439
1977,349,6044
1978,299,4942
1979,290,4738
1980,281,4441
1981,268,4249
1982,274,3941
1983,289,3970
1984,294,4245
1985,378,5231
1986,393,5767
1987,330,6443
1988,324,7330
1989,286,8002
1990,319,7690
1991,295,6927
1992,257,6138
1993,261,5675
1994,225,5279
1995,206,4975
1996,144,4086
1997,132,3416
1998,99,3201
1999,86,2827
2000,70,2607
2001,61,2245
2002,61,2105
2003,39,1887
2004,54,1674
2005,31,1703
2006,23,1531
2007,20,1402
2008,30,1183
2009,25,1124
2010,24,1011
2011,20,1026
2012,24,879
2013,16,878
2014,17,808
2015,19,752
2016,22,767
2017,23,649
2018,23,619
2019,27,579
