year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,6
1905,0,0
1906,0,5
1907,0,0
1908,0,5
1909,0,8
1910,0,9
1911,0,25
1912,0,18
1913,0,32
1914,0,54
1915,0,58
1916,0,72
1917,0,78
1918,0,71
1919,0,88
1920,0,84
1921,0,71
1922,0,96
1923,5,95
1924,0,85
1925,0,93
1926,0,60
1927,0,89
1928,0,55
1929,0,44
1930,0,65
1931,0,55
1932,0,44
1933,0,48
1934,0,35
1935,0,44
1936,0,29
1937,0,25
1938,0,26
1939,0,26
1940,0,19
1941,0,23
1942,0,22
1943,0,25
1944,0,17
1945,0,29
1946,0,20
1947,0,33
1948,0,29
1949,0,40
1950,0,39
1951,0,48
1952,0,53
1953,0,50
1954,0,74
1955,0,74
1956,0,72
1957,0,81
1958,0,88
1959,0,74
1960,0,65
1961,0,80
1962,0,78
1963,0,88
1964,0,79
1965,0,87
1966,0,93
1967,0,89
1968,0,89
1969,0,110
1970,0,103
1971,0,81
1972,0,125
1973,0,81
1974,0,81
1975,0,80
1976,0,82
1977,0,75
1978,0,85
1979,0,71
1980,0,69
1981,0,65
1982,0,76
1983,0,71
1984,0,83
1985,0,70
1986,0,63
1987,0,64
1988,0,61
1989,0,66
1990,0,63
1991,0,53
1992,0,54
1993,0,60
1994,0,59
1995,0,63
1996,0,53
1997,0,52
1998,0,52
1999,0,45
2000,0,51
2001,0,48
2002,0,61
2003,0,101
2004,0,186
2005,0,198
2006,0,226
2007,0,241
2008,0,215
2009,0,261
2010,0,286
2011,0,430
2012,0,444
2013,0,514
2014,0,401
2015,0,353
2016,0,354
2017,0,308
2018,0,332
2019,0,349
