year,F,M
1880,6,0
1881,5,0
1882,7,0
1883,5,0
1884,7,0
1885,10,0
1886,0,0
1887,0,0
1888,7,0
1889,5,0
1890,10,0
1891,8,0
1892,10,0
1893,13,0
1894,10,0
1895,8,0
1896,15,0
1897,10,0
1898,13,0
1899,11,0
1900,13,0
1901,8,0
1902,13,0
1903,8,0
1904,15,0
1905,6,0
1906,10,0
1907,12,0
1908,11,0
1909,11,0
1910,18,0
1911,13,0
1912,20,0
1913,12,0
1914,26,0
1915,38,0
1916,25,6
1917,33,0
1918,44,5
1919,34,0
1920,34,5
1921,54,0
1922,42,0
1923,43,0
1924,62,5
1925,75,6
1926,52,0
1927,58,0
1928,68,0
1929,77,5
1930,80,0
1931,74,5
1932,102,0
1933,78,5
1934,94,0
1935,92,7
1936,63,5
1937,81,0
1938,91,0
1939,87,0
1940,112,5
1941,93,0
1942,144,0
1943,146,5
1944,197,0
1945,219,8
1946,318,5
1947,354,5
1948,343,10
1949,292,10
1950,246,0
1951,268,0
1952,300,0
1953,265,5
1954,261,6
1955,251,0
1956,302,0
1957,299,0
1958,232,6
1959,216,0
1960,222,6
1961,184,0
1962,163,0
1963,161,0
1964,175,0
1965,140,0
1966,112,0
1967,174,0
1968,145,0
1969,150,0
1970,157,0
1971,155,0
1972,143,0
1973,139,0
1974,124,5
1975,117,0
1976,106,0
1977,128,0
1978,103,0
1979,103,0
1980,108,0
1981,82,5
1982,89,0
1983,67,0
1984,83,0
1985,67,0
1986,72,0
1987,59,0
1988,58,0
1989,45,0
1990,53,0
1991,60,0
1992,54,0
1993,42,0
1994,34,0
1995,30,0
1996,31,0
1997,29,0
1998,32,0
1999,22,0
2000,31,0
2001,21,0
2002,15,0
2003,19,0
2004,22,0
2005,29,0
2006,31,0
2007,38,0
2008,32,0
2009,24,0
2010,21,0
2011,26,0
2012,39,0
2013,35,0
2014,46,0
2015,43,0
2016,40,0
2017,26,0
2018,29,0
2019,27,0
