year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,5,0
1911,7,0
1912,7,0
1913,6,0
1914,0,0
1915,5,0
1916,11,5
1917,7,0
1918,9,0
1919,19,6
1920,14,0
1921,17,0
1922,9,0
1923,15,0
1924,21,0
1925,11,0
1926,19,0
1927,11,0
1928,14,0
1929,12,6
1930,12,0
1931,10,0
1932,8,0
1933,0,0
1934,10,0
1935,14,0
1936,9,0
1937,8,0
1938,0,0
1939,5,0
1940,8,0
1941,0,0
1942,0,0
1943,0,0
1944,8,0
1945,7,0
1946,6,0
1947,8,0
1948,6,0
1949,0,6
1950,0,6
1951,0,5
1952,9,9
1953,5,8
1954,18,14
1955,11,10
1956,13,12
1957,9,11
1958,15,12
1959,16,14
1960,16,7
1961,11,0
1962,26,15
1963,32,12
1964,36,15
1965,44,21
1966,52,6
1967,73,17
1968,94,17
1969,126,26
1970,137,29
1971,143,34
1972,109,37
1973,134,30
1974,260,41
1975,220,44
1976,176,42
1977,184,34
1978,209,27
1979,252,31
1980,478,30
1981,526,31
1982,569,32
1983,503,34
1984,501,54
1985,511,49
1986,453,41
1987,376,59
1988,428,51
1989,404,47
1990,343,49
1991,342,61
1992,329,52
1993,289,49
1994,310,41
1995,250,31
1996,261,49
1997,247,42
1998,191,32
1999,177,40
2000,138,49
2001,126,41
2002,112,40
2003,91,43
2004,86,56
2005,86,38
2006,73,31
2007,74,36
2008,50,33
2009,62,23
2010,32,30
2011,46,25
2012,25,22
2013,34,21
2014,31,22
2015,34,26
2016,40,27
2017,26,16
2018,19,23
2019,16,13
