year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,5,0
1891,0,0
1892,0,0
1893,0,0
1894,5,0
1895,6,0
1896,0,0
1897,0,0
1898,9,0
1899,5,0
1900,13,0
1901,8,0
1902,9,0
1903,14,0
1904,10,0
1905,16,0
1906,21,0
1907,19,0
1908,15,0
1909,25,0
1910,25,0
1911,21,0
1912,38,0
1913,32,0
1914,35,0
1915,49,0
1916,65,0
1917,34,0
1918,50,0
1919,57,0
1920,40,0
1921,52,0
1922,65,0
1923,54,0
1924,70,5
1925,55,0
1926,48,5
1927,59,0
1928,56,0
1929,40,0
1930,49,0
1931,47,0
1932,53,0
1933,48,0
1934,49,0
1935,35,5
1936,40,6
1937,34,0
1938,40,0
1939,22,0
1940,24,0
1941,29,0
1942,30,0
1943,34,0
1944,23,0
1945,17,0
1946,40,0
1947,32,0
1948,26,0
1949,32,0
1950,24,0
1951,36,0
1952,21,0
1953,22,0
1954,10,0
1955,22,0
1956,18,0
1957,21,0
1958,17,0
1959,16,0
1960,25,0
1961,18,0
1962,9,0
1963,12,0
1964,9,0
1965,9,0
1966,6,0
1967,0,0
1968,0,0
1969,0,0
1970,0,0
1971,7,0
1972,0,0
1973,8,0
1974,0,0
1975,0,0
1976,0,0
1977,5,0
1978,0,0
1979,0,0
1980,0,0
1981,0,0
1982,0,0
1983,0,0
1984,6,0
1985,0,0
1986,0,0
1987,9,0
1988,5,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
