year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,5
1917,0,8
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,6
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,5,0
1956,0,0
1957,0,0
1958,0,0
1959,0,0
1960,0,0
1961,0,0
1962,0,0
1963,0,0
1964,0,0
1965,0,0
1966,0,0
1967,5,0
1968,0,0
1969,0,0
1970,10,0
1971,11,0
1972,0,0
1973,15,0
1974,10,8
1975,12,6
1976,11,0
1977,13,8
1978,32,10
1979,26,13
1980,19,12
1981,25,10
1982,43,10
1983,24,10
1984,50,21
1985,61,37
1986,50,55
1987,69,61
1988,64,73
1989,71,90
1990,85,122
1991,92,208
1992,87,209
1993,81,211
1994,87,186
1995,78,157
1996,65,153
1997,36,97
1998,42,104
1999,28,90
2000,28,84
2001,33,57
2002,30,53
2003,22,40
2004,23,47
2005,11,42
2006,19,36
2007,18,29
2008,17,33
2009,17,23
2010,13,24
2011,12,18
2012,22,17
2013,19,12
2014,18,17
2015,16,11
2016,24,12
2017,21,10
2018,27,10
2019,21,6
