year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,5
1887,0,0
1888,0,5
1889,0,0
1890,0,0
1891,0,5
1892,0,5
1893,0,12
1894,0,10
1895,0,10
1896,0,11
1897,0,9
1898,5,8
1899,5,10
1900,0,15
1901,0,12
1902,0,10
1903,0,15
1904,0,15
1905,0,19
1906,0,14
1907,0,24
1908,0,30
1909,0,31
1910,0,28
1911,5,34
1912,7,66
1913,7,83
1914,6,97
1915,9,154
1916,11,171
1917,12,189
1918,16,200
1919,13,168
1920,9,173
1921,13,174
1922,10,233
1923,0,201
1924,16,226
1925,13,184
1926,13,200
1927,13,193
1928,9,160
1929,14,159
1930,0,177
1931,11,132
1932,0,156
1933,6,125
1934,0,134
1935,5,136
1936,0,127
1937,6,119
1938,6,97
1939,0,99
1940,7,96
1941,5,105
1942,5,88
1943,5,101
1944,5,74
1945,0,88
1946,0,87
1947,0,79
1948,5,78
1949,0,82
1950,0,81
1951,0,86
1952,0,75
1953,0,62
1954,0,63
1955,0,67
1956,0,57
1957,0,64
1958,0,55
1959,0,51
1960,0,56
1961,0,64
1962,0,49
1963,0,62
1964,0,66
1965,0,54
1966,0,62
1967,0,52
1968,0,34
1969,0,37
1970,0,40
1971,0,31
1972,0,28
1973,0,22
1974,0,20
1975,0,18
1976,0,29
1977,0,21
1978,0,18
1979,0,24
1980,0,25
1981,0,28
1982,0,20
1983,0,21
1984,0,17
1985,0,19
1986,0,18
1987,0,13
1988,0,12
1989,0,16
1990,0,10
1991,0,17
1992,0,0
1993,0,11
1994,0,9
1995,0,0
1996,0,10
1997,0,11
1998,0,5
1999,0,12
2000,0,6
2001,0,11
2002,0,8
2003,0,8
2004,0,9
2005,0,0
2006,0,5
2007,0,5
2008,0,6
2009,0,5
2010,0,0
2011,0,8
2012,0,5
2013,0,7
2014,0,7
2015,0,8
2016,0,6
2017,0,6
2018,0,7
2019,0,6
