year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,8
1909,0,0
1910,0,0
1911,0,0
1912,0,6
1913,0,8
1914,0,5
1915,0,16
1916,0,6
1917,0,6
1918,0,8
1919,0,8
1920,0,7
1921,0,22
1922,0,19
1923,0,17
1924,0,20
1925,0,26
1926,0,10
1927,0,18
1928,0,14
1929,0,15
1930,0,20
1931,0,19
1932,0,23
1933,0,13
1934,0,10
1935,0,18
1936,0,14
1937,0,8
1938,0,12
1939,0,13
1940,0,13
1941,0,9
1942,0,12
1943,0,19
1944,0,18
1945,0,15
1946,0,11
1947,0,19
1948,0,20
1949,0,16
1950,0,17
1951,0,21
1952,0,30
1953,0,23
1954,0,17
1955,0,13
1956,0,25
1957,0,23
1958,0,29
1959,0,36
1960,0,25
1961,0,30
1962,0,35
1963,0,32
1964,0,29
1965,0,36
1966,0,31
1967,0,29
1968,0,42
1969,0,53
1970,0,46
1971,0,46
1972,0,63
1973,0,63
1974,0,64
1975,0,74
1976,0,60
1977,0,74
1978,0,72
1979,0,87
1980,0,82
1981,0,95
1982,5,105
1983,0,95
1984,0,85
1985,0,83
1986,6,82
1987,0,87
1988,0,78
1989,0,107
1990,0,125
1991,0,118
1992,0,115
1993,0,141
1994,0,144
1995,0,147
1996,0,136
1997,0,148
1998,0,129
1999,0,146
2000,0,198
2001,0,249
2002,0,159
2003,0,176
2004,0,162
2005,0,175
2006,0,183
2007,0,215
2008,0,160
2009,0,180
2010,0,147
2011,0,151
2012,0,152
2013,0,135
2014,0,143
2015,0,164
2016,0,145
2017,0,102
2018,0,127
2019,0,119
