year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,7,0
1888,0,0
1889,9,0
1890,7,0
1891,12,0
1892,8,0
1893,10,0
1894,8,0
1895,10,0
1896,7,0
1897,11,0
1898,9,0
1899,8,0
1900,18,0
1901,9,0
1902,11,0
1903,14,0
1904,11,0
1905,13,0
1906,13,0
1907,9,0
1908,14,0
1909,15,0
1910,16,0
1911,21,0
1912,30,0
1913,32,0
1914,24,0
1915,37,0
1916,43,0
1917,49,0
1918,45,0
1919,53,0
1920,54,0
1921,52,0
1922,56,0
1923,55,0
1924,70,0
1925,78,0
1926,80,0
1927,71,0
1928,84,0
1929,69,0
1930,107,0
1931,89,0
1932,83,0
1933,78,0
1934,82,0
1935,76,0
1936,63,0
1937,68,0
1938,62,0
1939,64,0
1940,92,0
1941,76,0
1942,77,0
1943,91,0
1944,68,0
1945,68,0
1946,69,0
1947,65,0
1948,66,0
1949,76,0
1950,86,0
1951,78,0
1952,91,0
1953,100,0
1954,99,0
1955,80,0
1956,107,0
1957,119,0
1958,98,0
1959,112,0
1960,109,0
1961,99,0
1962,102,0
1963,103,0
1964,87,0
1965,69,0
1966,84,0
1967,85,0
1968,87,0
1969,84,0
1970,75,0
1971,76,0
1972,114,0
1973,140,0
1974,127,0
1975,109,0
1976,83,0
1977,87,0
1978,75,0
1979,82,0
1980,89,0
1981,73,0
1982,71,0
1983,66,0
1984,59,0
1985,39,0
1986,41,0
1987,46,0
1988,41,0
1989,37,0
1990,40,0
1991,41,0
1992,45,0
1993,34,0
1994,29,0
1995,39,0
1996,39,0
1997,26,0
1998,36,0
1999,24,0
2000,24,0
2001,30,0
2002,18,0
2003,26,0
2004,22,0
2005,23,0
2006,22,0
2007,18,0
2008,14,0
2009,24,0
2010,17,0
2011,15,0
2012,24,0
2013,15,0
2014,15,0
2015,11,0
2016,12,0
2017,13,0
2018,13,0
2019,9,0
