year,Boys,Girls
1880,28,0
1881,40,0
1882,43,0
1883,52,0
1884,42,0
1885,56,0
1886,50,0
1887,38,0
1888,66,0
1889,63,0
1890,53,0
1891,53,0
1892,57,0
1893,80,0
1894,71,0
1895,89,0
1896,98,0
1897,100,0
1898,105,0
1899,95,0
1900,104,0
1901,88,0
1902,103,0
1903,101,0
1904,108,0
1905,135,0
1906,114,0
1907,118,0
1908,123,0
1909,123,0
1910,139,0
1911,131,0
1912,183,0
1913,187,0
1914,199,0
1915,281,0
1916,267,0
1917,263,0
1918,236,0
1919,200,0
1920,205,0
1921,208,0
1922,213,0
1923,188,0
1924,166,0
1925,175,0
1926,134,0
1927,118,0
1928,125,0
1929,111,0
1930,108,0
1931,93,0
1932,104,0
1933,79,0
1934,75,0
1935,81,0
1936,89,0
1937,62,0
1938,84,0
1939,69,0
1940,71,0
1941,89,0
1942,103,0
1943,91,0
1944,98,0
1945,90,0
1946,111,0
1947,131,0
1948,109,0
1949,119,0
1950,142,0
1951,155,0
1952,135,0
1953,129,0
1954,140,0
1955,141,0
1956,135,0
1957,134,0
1958,146,0
1959,129,0
1960,104,0
1961,125,0
1962,116,0
1963,134,0
1964,121,0
1965,93,0
1966,109,0
1967,77,0
1968,86,0
1969,109,0
1970,109,0
1971,79,0
1972,79,0
1973,64,0
1974,75,0
1975,94,0
1976,72,0
1977,69,0
1978,75,0
1979,61,0
1980,66,0
1981,75,0
1982,77,0
1983,80,0
1984,69,0
1985,74,0
1986,67,0
1987,64,0
1988,65,0
1989,68,0
1990,84,0
1991,61,0
1992,65,0
1993,43,0
1994,56,0
1995,47,0
1996,48,0
1997,54,0
1998,43,0
1999,49,0
2000,45,0
2001,45,0
2002,31,0
2003,41,0
2004,36,0
2005,30,0
2006,31,0
2007,31,0
2008,28,0
2009,18,0
2010,22,0
2011,19,0
2012,11,0
2013,16,0
2014,23,0
2015,12,0
2016,12,0
2017,13,0
2018,9,0
2019,10,0
