year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,5,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,7,0
1915,5,0
1916,7,0
1917,5,0
1918,8,0
1919,14,0
1920,11,0
1921,12,0
1922,15,0
1923,18,0
1924,14,0
1925,8,0
1926,25,0
1927,23,0
1928,18,0
1929,12,0
1930,15,0
1931,9,0
1932,9,0
1933,9,0
1934,5,0
1935,13,0
1936,13,0
1937,0,0
1938,7,0
1939,7,0
1940,0,0
1941,0,0
1942,10,0
1943,7,0
1944,14,0
1945,7,0
1946,11,0
1947,9,0
1948,17,0
1949,16,0
1950,12,0
1951,5,0
1952,9,0
1953,9,0
1954,10,0
1955,12,0
1956,12,0
1957,9,0
1958,13,0
1959,6,0
1960,9,0
1961,22,0
1962,9,0
1963,18,0
1964,17,0
1965,11,0
1966,18,0
1967,14,0
1968,16,0
1969,23,0
1970,54,0
1971,133,0
1972,144,0
1973,107,0
1974,91,0
1975,86,0
1976,75,0
1977,57,0
1978,37,0
1979,37,0
1980,45,0
1981,46,0
1982,35,0
1983,33,0
1984,31,0
1985,23,0
1986,23,0
1987,26,0
1988,29,0
1989,34,0
1990,29,0
1991,25,0
1992,19,0
1993,19,0
1994,9,0
1995,15,0
1996,7,0
1997,9,0
1998,14,0
1999,8,0
2000,0,0
2001,7,0
2002,13,0
2003,0,0
2004,11,0
2005,6,0
2006,6,0
2007,6,0
2008,0,0
2009,0,0
2010,5,0
2011,6,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,5,0
2019,0,0
