year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,5,0
1915,0,0
1916,6,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,6,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,5,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,6,0
1954,9,0
1955,7,0
1956,13,0
1957,7,0
1958,9,0
1959,15,0
1960,17,0
1961,32,0
1962,32,0
1963,16,0
1964,27,0
1965,23,0
1966,24,0
1967,48,0
1968,66,0
1969,69,0
1970,76,0
1971,71,0
1972,76,0
1973,81,0
1974,96,0
1975,101,0
1976,148,0
1977,185,0
1978,183,0
1979,196,0
1980,218,0
1981,214,0
1982,240,0
1983,228,5
1984,245,0
1985,256,0
1986,242,0
1987,245,0
1988,328,0
1989,400,0
1990,436,8
1991,488,5
1992,519,7
1993,558,0
1994,563,5
1995,689,5
1996,607,0
1997,449,0
1998,448,0
1999,459,0
2000,460,0
2001,415,0
2002,386,0
2003,401,0
2004,363,0
2005,363,0
2006,308,0
2007,334,0
2008,308,0
2009,314,0
2010,271,0
2011,229,0
2012,224,0
2013,232,0
2014,254,0
2015,248,0
2016,245,0
2017,236,0
2018,235,0
2019,238,0
