year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,8
1914,0,0
1915,0,0
1916,0,6
1917,0,7
1918,0,0
1919,0,5
1920,0,5
1921,0,5
1922,0,8
1923,0,5
1924,0,0
1925,0,5
1926,0,8
1927,0,0
1928,0,8
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,6
1937,0,5
1938,0,10
1939,0,11
1940,0,5
1941,0,5
1942,0,0
1943,0,0
1944,0,7
1945,0,0
1946,0,6
1947,0,6
1948,0,7
1949,0,0
1950,0,11
1951,0,0
1952,0,0
1953,0,8
1954,0,6
1955,0,5
1956,0,0
1957,0,5
1958,0,5
1959,0,8
1960,0,0
1961,0,5
1962,0,0
1963,0,13
1964,0,6
1965,0,0
1966,0,0
1967,0,0
1968,5,5
1969,0,9
1970,0,5
1971,6,10
1972,0,0
1973,0,0
1974,0,5
1975,0,0
1976,6,0
1977,0,0
1978,6,0
1979,0,0
1980,0,9
1981,0,11
1982,0,19
1983,0,14
1984,0,9
1985,11,25
1986,7,45
1987,6,45
1988,7,42
1989,18,63
1990,36,73
1991,45,58
1992,31,64
1993,32,56
1994,26,51
1995,23,48
1996,75,50
1997,52,43
1998,79,40
1999,166,89
2000,197,78
2001,140,59
2002,99,45
2003,83,32
2004,91,27
2005,71,32
2006,104,36
2007,97,34
2008,101,29
2009,120,21
2010,108,25
2011,104,28
2012,95,36
2013,110,26
2014,84,27
2015,70,24
2016,60,26
2017,51,22
2018,34,14
2019,46,13
