year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,5,0
1911,0,0
1912,0,0
1913,6,0
1914,10,0
1915,0,0
1916,0,0
1917,14,0
1918,15,0
1919,6,0
1920,13,0
1921,14,0
1922,17,0
1923,13,0
1924,13,0
1925,24,0
1926,32,0
1927,73,0
1928,72,0
1929,68,0
1930,105,0
1931,72,0
1932,67,0
1933,81,0
1934,75,0
1935,88,0
1936,109,0
1937,75,0
1938,86,0
1939,89,0
1940,91,0
1941,132,0
1942,167,0
1943,202,0
1944,245,0
1945,249,0
1946,379,0
1947,433,0
1948,451,0
1949,404,0
1950,412,0
1951,425,0
1952,453,0
1953,477,0
1954,495,0
1955,628,0
1956,923,5
1957,779,0
1958,688,0
1959,649,0
1960,656,0
1961,626,0
1962,835,0
1963,897,0
1964,817,6
1965,825,0
1966,871,0
1967,960,5
1968,891,0
1969,991,0
1970,1002,0
1971,871,0
1972,823,0
1973,760,0
1974,659,0
1975,648,5
1976,493,0
1977,465,0
1978,424,0
1979,467,0
1980,467,0
1981,383,0
1982,392,0
1983,335,5
1984,358,0
1985,370,0
1986,340,0
1987,327,0
1988,287,0
1989,218,0
1990,226,0
1991,162,0
1992,164,0
1993,134,0
1994,100,0
1995,62,0
1996,64,0
1997,50,0
1998,56,0
1999,50,0
2000,31,0
2001,33,0
2002,41,0
2003,26,0
2004,30,0
2005,19,0
2006,14,0
2007,22,0
2008,31,0
2009,29,0
2010,22,0
2011,21,0
2012,19,0
2013,16,0
2014,14,0
2015,20,0
2016,12,0
2017,11,0
2018,16,0
2019,18,0
