year,F,M
1880,0,32
1881,0,26
1882,0,17
1883,0,30
1884,0,21
1885,0,25
1886,0,21
1887,0,28
1888,0,24
1889,0,29
1890,0,37
1891,0,27
1892,0,38
1893,0,23
1894,0,28
1895,0,29
1896,0,20
1897,0,20
1898,0,21
1899,0,18
1900,0,22
1901,0,12
1902,0,22
1903,0,23
1904,0,22
1905,0,17
1906,0,17
1907,0,14
1908,0,13
1909,0,16
1910,0,32
1911,0,17
1912,0,44
1913,0,42
1914,0,55
1915,0,70
1916,0,68
1917,6,76
1918,0,76
1919,0,68
1920,0,73
1921,0,84
1922,0,83
1923,0,68
1924,0,67
1925,0,65
1926,0,69
1927,0,63
1928,0,59
1929,0,51
1930,0,63
1931,0,55
1932,0,65
1933,0,49
1934,0,38
1935,0,52
1936,0,46
1937,0,42
1938,0,45
1939,0,37
1940,0,30
1941,0,38
1942,0,51
1943,0,29
1944,0,33
1945,0,40
1946,0,41
1947,0,43
1948,0,43
1949,0,45
1950,0,48
1951,0,67
1952,5,49
1953,0,59
1954,0,70
1955,0,70
1956,0,51
1957,5,65
1958,6,71
1959,0,61
1960,0,60
1961,0,82
1962,5,77
1963,0,83
1964,0,75
1965,0,62
1966,5,79
1967,6,64
1968,0,86
1969,6,70
1970,9,98
1971,5,77
1972,7,81
1973,7,94
1974,9,113
1975,10,120
1976,9,83
1977,11,111
1978,13,158
1979,10,151
1980,13,159
1981,15,173
1982,22,159
1983,10,142
1984,16,147
1985,16,125
1986,19,128
1987,15,124
1988,18,122
1989,23,131
1990,25,119
1991,16,99
1992,26,108
1993,17,91
1994,23,112
1995,5,113
1996,10,116
1997,12,147
1998,12,147
1999,7,107
2000,0,107
2001,12,102
2002,7,80
2003,6,99
2004,9,123
2005,0,122
2006,0,109
2007,5,111
2008,5,111
2009,0,95
2010,0,83
2011,0,89
2012,0,66
2013,5,66
2014,5,75
2015,0,55
2016,0,36
2017,0,43
2018,0,53
2019,0,44
