year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,7
1915,0,5
1916,0,10
1917,0,10
1918,0,14
1919,0,12
1920,5,9
1921,0,7
1922,5,9
1923,0,0
1924,6,11
1925,0,10
1926,0,6
1927,0,10
1928,0,10
1929,0,11
1930,0,11
1931,0,12
1932,0,9
1933,0,9
1934,0,12
1935,0,9
1936,0,6
1937,0,7
1938,0,17
1939,0,8
1940,7,22
1941,0,16
1942,0,11
1943,0,16
1944,0,13
1945,0,21
1946,0,26
1947,0,29
1948,0,29
1949,0,24
1950,0,27
1951,0,21
1952,0,31
1953,0,26
1954,0,38
1955,0,41
1956,0,29
1957,0,38
1958,0,34
1959,0,25
1960,0,26
1961,0,19
1962,0,30
1963,0,25
1964,0,23
1965,0,38
1966,0,28
1967,0,24
1968,0,33
1969,0,25
1970,0,28
1971,0,27
1972,0,30
1973,0,36
1974,0,18
1975,0,26
1976,0,31
1977,0,29
1978,0,21
1979,0,32
1980,0,20
1981,0,39
1982,0,25
1983,0,16
1984,0,30
1985,0,35
1986,0,33
1987,0,36
1988,0,39
1989,0,41
1990,0,32
1991,0,29
1992,0,23
1993,0,25
1994,0,27
1995,0,21
1996,0,32
1997,0,28
1998,0,24
1999,0,23
2000,0,23
2001,0,25
2002,0,21
2003,0,31
2004,0,20
2005,0,25
2006,0,18
2007,0,25
2008,0,34
2009,0,23
2010,0,25
2011,0,18
2012,0,26
2013,0,23
2014,0,21
2015,0,22
2016,0,22
2017,0,7
2018,0,9
2019,0,19
