year,F,M
1880,0,10
1881,0,9
1882,0,11
1883,0,8
1884,0,9
1885,0,7
1886,0,14
1887,0,7
1888,0,6
1889,0,0
1890,0,8
1891,0,6
1892,0,0
1893,0,10
1894,0,5
1895,0,5
1896,0,10
1897,0,0
1898,0,5
1899,0,6
1900,0,0
1901,0,7
1902,0,7
1903,0,5
1904,6,7
1905,0,0
1906,0,7
1907,0,7
1908,0,12
1909,0,6
1910,9,9
1911,0,7
1912,0,19
1913,0,16
1914,0,22
1915,5,38
1916,0,27
1917,9,19
1918,0,32
1919,15,35
1920,5,38
1921,5,42
1922,6,28
1923,6,33
1924,8,26
1925,0,34
1926,5,34
1927,5,27
1928,11,36
1929,0,37
1930,7,23
1931,0,32
1932,0,34
1933,0,30
1934,6,31
1935,0,27
1936,0,24
1937,0,31
1938,0,27
1939,0,35
1940,0,20
1941,0,22
1942,0,24
1943,0,30
1944,0,22
1945,0,27
1946,0,22
1947,0,24
1948,0,30
1949,5,27
1950,0,34
1951,0,32
1952,0,40
1953,0,33
1954,0,23
1955,0,33
1956,0,23
1957,0,30
1958,0,18
1959,0,18
1960,0,29
1961,0,18
1962,0,18
1963,0,17
1964,0,15
1965,0,29
1966,0,10
1967,0,18
1968,0,21
1969,0,14
1970,0,22
1971,0,19
1972,0,29
1973,0,26
1974,0,18
1975,0,13
1976,0,24
1977,0,25
1978,0,19
1979,0,20
1980,0,27
1981,0,18
1982,0,12
1983,0,27
1984,0,13
1985,0,12
1986,0,21
1987,0,19
1988,0,13
1989,0,15
1990,0,18
1991,0,21
1992,0,20
1993,0,9
1994,0,13
1995,0,12
1996,0,7
1997,0,18
1998,0,11
1999,0,15
2000,0,13
2001,0,13
2002,0,14
2003,0,11
2004,0,7
2005,0,7
2006,0,10
2007,0,11
2008,0,5
2009,0,13
2010,0,7
2011,0,15
2012,0,9
2013,0,7
2014,0,5
2015,0,10
2016,0,7
2017,0,0
2018,0,0
2019,0,0
