year,F,M
1880,13,0
1881,11,0
1882,14,0
1883,9,0
1884,11,0
1885,23,0
1886,26,0
1887,22,0
1888,18,0
1889,20,0
1890,24,0
1891,18,0
1892,22,0
1893,23,0
1894,21,0
1895,17,0
1896,21,0
1897,13,0
1898,22,0
1899,19,0
1900,18,0
1901,10,0
1902,15,0
1903,20,0
1904,18,0
1905,13,0
1906,14,0
1907,10,0
1908,12,0
1909,14,0
1910,17,0
1911,11,0
1912,19,0
1913,30,0
1914,14,0
1915,33,0
1916,33,0
1917,37,0
1918,40,0
1919,44,0
1920,35,0
1921,26,0
1922,35,0
1923,41,0
1924,18,0
1925,23,0
1926,25,0
1927,27,0
1928,27,0
1929,17,0
1930,28,0
1931,28,0
1932,21,0
1933,9,0
1934,12,0
1935,14,0
1936,9,0
1937,17,0
1938,14,0
1939,23,0
1940,11,0
1941,20,0
1942,19,0
1943,21,0
1944,18,0
1945,15,0
1946,24,0
1947,24,0
1948,26,0
1949,31,0
1950,29,0
1951,20,0
1952,26,0
1953,21,0
1954,26,0
1955,21,0
1956,16,0
1957,15,0
1958,23,0
1959,16,0
1960,18,0
1961,26,0
1962,20,0
1963,14,0
1964,28,0
1965,22,0
1966,24,0
1967,23,0
1968,23,0
1969,29,0
1970,26,0
1971,39,0
1972,27,0
1973,32,0
1974,28,0
1975,50,0
1976,27,0
1977,36,0
1978,39,0
1979,26,0
1980,36,0
1981,37,0
1982,32,0
1983,41,0
1984,40,0
1985,29,0
1986,30,0
1987,33,0
1988,32,0
1989,26,0
1990,30,0
1991,22,0
1992,24,0
1993,18,0
1994,22,0
1995,17,0
1996,11,0
1997,13,0
1998,14,0
1999,8,0
2000,7,0
2001,8,0
2002,12,0
2003,7,0
2004,14,0
2005,11,0
2006,7,0
2007,5,0
2008,10,0
2009,0,0
2010,6,0
2011,5,0
2012,5,0
2013,0,0
2014,6,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
