year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,7
1916,0,5
1917,0,7
1918,0,10
1919,0,12
1920,0,7
1921,0,16
1922,0,9
1923,0,7
1924,0,5
1925,0,5
1926,0,7
1927,0,11
1928,0,10
1929,0,10
1930,0,11
1931,0,15
1932,0,0
1933,0,9
1934,0,13
1935,0,11
1936,0,11
1937,0,0
1938,0,9
1939,0,5
1940,0,11
1941,0,14
1942,0,12
1943,0,10
1944,0,11
1945,0,15
1946,0,16
1947,0,11
1948,0,17
1949,0,10
1950,0,17
1951,0,19
1952,0,15
1953,0,16
1954,0,16
1955,0,21
1956,0,20
1957,0,19
1958,0,8
1959,0,7
1960,0,15
1961,0,17
1962,0,16
1963,0,12
1964,0,14
1965,0,16
1966,0,9
1967,5,18
1968,0,15
1969,0,21
1970,0,24
1971,0,31
1972,0,27
1973,0,23
1974,0,23
1975,0,27
1976,0,26
1977,0,29
1978,0,27
1979,0,23
1980,0,24
1981,0,23
1982,0,20
1983,0,24
1984,0,15
1985,0,18
1986,0,19
1987,0,14
1988,0,16
1989,0,24
1990,0,14
1991,0,19
1992,0,23
1993,0,14
1994,0,16
1995,0,20
1996,0,22
1997,0,26
1998,0,20
1999,0,29
2000,0,25
2001,0,12
2002,0,20
2003,0,18
2004,0,26
2005,0,31
2006,0,18
2007,0,39
2008,0,19
2009,0,24
2010,0,20
2011,0,21
2012,0,13
2013,0,12
2014,0,27
2015,0,28
2016,0,15
2017,0,15
2018,0,16
2019,0,22
