year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,7
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,6,8
1947,9,0
1948,0,5
1949,0,7
1950,0,7
1951,6,0
1952,0,6
1953,6,6
1954,0,5
1955,0,12
1956,0,8
1957,11,5
1958,8,14
1959,6,23
1960,9,15
1961,7,19
1962,0,12
1963,6,21
1964,6,30
1965,6,23
1966,0,25
1967,0,32
1968,0,24
1969,10,55
1970,9,65
1971,13,77
1972,11,75
1973,14,94
1974,22,107
1975,13,95
1976,16,116
1977,13,90
1978,10,110
1979,9,100
1980,9,85
1981,8,75
1982,5,74
1983,10,79
1984,9,80
1985,13,91
1986,9,86
1987,0,92
1988,7,112
1989,8,109
1990,0,115
1991,5,126
1992,0,144
1993,0,137
1994,0,148
1995,0,174
1996,0,210
1997,5,219
1998,0,340
1999,8,330
2000,10,415
2001,6,516
2002,0,462
2003,0,394
2004,0,276
2005,6,256
2006,0,246
2007,5,236
2008,5,258
2009,5,193
2010,0,179
2011,5,169
2012,0,155
2013,0,149
2014,0,159
2015,0,124
2016,0,119
2017,0,104
2018,0,113
2019,6,135
