year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,11,0
1933,8,0
1934,19,0
1935,43,0
1936,60,0
1937,67,0
1938,87,0
1939,99,0
1940,127,0
1941,156,0
1942,218,0
1943,235,0
1944,225,0
1945,238,0
1946,254,0
1947,227,0
1948,178,0
1949,137,0
1950,139,0
1951,129,0
1952,114,0
1953,98,0
1954,83,0
1955,78,0
1956,83,0
1957,89,0
1958,89,0
1959,82,0
1960,100,0
1961,95,0
1962,90,0
1963,87,0
1964,80,0
1965,61,0
1966,75,0
1967,65,0
1968,63,0
1969,71,0
1970,53,0
1971,37,0
1972,42,0
1973,22,0
1974,19,0
1975,21,0
1976,18,0
1977,18,0
1978,10,0
1979,19,0
1980,22,0
1981,20,0
1982,21,0
1983,28,0
1984,48,0
1985,24,0
1986,42,0
1987,50,0
1988,69,0
1989,53,0
1990,58,0
1991,46,0
1992,56,0
1993,56,0
1994,53,0
1995,36,0
1996,31,0
1997,30,0
1998,39,0
1999,46,0
2000,40,0
2001,41,0
2002,33,0
2003,29,0
2004,29,0
2005,18,0
2006,21,0
2007,15,0
2008,16,0
2009,12,0
2010,18,0
2011,10,0
2012,17,0
2013,8,0
2014,11,0
2015,16,0
2016,11,0
2017,11,0
2018,9,0
2019,10,0
