year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,5
1904,0,5
1905,0,0
1906,0,9
1907,0,0
1908,0,9
1909,0,7
1910,0,5
1911,0,9
1912,0,13
1913,0,16
1914,0,18
1915,0,23
1916,0,26
1917,0,37
1918,0,147
1919,0,152
1920,0,130
1921,0,103
1922,0,74
1923,0,64
1924,0,74
1925,0,65
1926,0,48
1927,0,52
1928,0,54
1929,0,28
1930,0,42
1931,0,30
1932,0,48
1933,0,48
1934,0,60
1935,0,39
1936,0,41
1937,0,38
1938,0,38
1939,0,43
1940,0,39
1941,0,39
1942,0,48
1943,0,57
1944,0,45
1945,0,39
1946,0,60
1947,0,56
1948,0,53
1949,0,61
1950,0,77
1951,0,63
1952,0,75
1953,0,55
1954,0,72
1955,0,85
1956,0,66
1957,0,82
1958,0,93
1959,0,97
1960,0,123
1961,0,118
1962,0,120
1963,0,171
1964,0,191
1965,0,150
1966,0,142
1967,0,104
1968,0,133
1969,0,144
1970,0,181
1971,0,155
1972,0,132
1973,0,169
1974,0,161
1975,0,190
1976,0,246
1977,0,270
1978,0,220
1979,0,262
1980,0,268
1981,0,306
1982,0,412
1983,9,646
1984,7,564
1985,9,543
1986,5,495
1987,5,517
1988,7,521
1989,0,702
1990,0,852
1991,0,734
1992,0,670
1993,0,647
1994,0,842
1995,0,860
1996,0,871
1997,0,839
1998,0,804
1999,0,695
2000,0,688
2001,0,647
2002,0,620
2003,0,645
2004,0,529
2005,0,559
2006,0,554
2007,0,561
2008,0,596
2009,0,516
2010,0,530
2011,0,479
2012,0,497
2013,0,480
2014,0,490
2015,0,465
2016,0,454
2017,0,507
2018,0,460
2019,0,380
