year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,8
1913,0,7
1914,0,10
1915,0,10
1916,0,6
1917,0,13
1918,0,30
1919,0,40
1920,0,40
1921,0,23
1922,0,26
1923,0,21
1924,0,25
1925,0,24
1926,0,13
1927,0,15
1928,0,18
1929,0,19
1930,0,16
1931,0,14
1932,0,20
1933,0,13
1934,0,9
1935,0,8
1936,0,11
1937,0,5
1938,0,11
1939,0,6
1940,0,7
1941,0,10
1942,0,6
1943,0,12
1944,0,9
1945,0,9
1946,0,5
1947,0,11
1948,0,11
1949,0,8
1950,0,25
1951,0,26
1952,0,25
1953,0,40
1954,0,25
1955,0,52
1956,0,79
1957,0,102
1958,0,82
1959,0,96
1960,0,134
1961,0,176
1962,0,148
1963,0,212
1964,0,211
1965,0,156
1966,0,132
1967,0,107
1968,0,69
1969,0,67
1970,0,77
1971,0,60
1972,0,60
1973,0,74
1974,0,55
1975,0,62
1976,0,102
1977,0,97
1978,0,103
1979,0,108
1980,0,117
1981,0,115
1982,0,208
1983,0,246
1984,0,277
1985,0,255
1986,0,217
1987,0,274
1988,7,281
1989,0,286
1990,0,382
1991,0,353
1992,0,308
1993,0,252
1994,0,302
1995,0,389
1996,0,355
1997,0,405
1998,0,370
1999,0,355
2000,0,361
2001,0,345
2002,0,314
2003,0,344
2004,0,401
2005,0,379
2006,0,356
2007,0,351
2008,0,349
2009,0,325
2010,0,279
2011,0,271
2012,0,274
2013,0,250
2014,0,221
2015,0,220
2016,0,182
2017,0,194
2018,0,160
2019,0,161
