year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,6,0
1910,0,0
1911,11,0
1912,9,0
1913,10,0
1914,14,0
1915,42,0
1916,53,0
1917,37,0
1918,31,0
1919,32,0
1920,35,0
1921,39,0
1922,38,0
1923,50,0
1924,50,0
1925,56,0
1926,58,0
1927,56,0
1928,56,0
1929,58,0
1930,65,0
1931,45,0
1932,78,0
1933,55,0
1934,64,0
1935,55,0
1936,58,0
1937,54,0
1938,37,0
1939,35,0
1940,42,0
1941,34,0
1942,35,0
1943,33,0
1944,36,0
1945,30,0
1946,42,0
1947,42,0
1948,48,0
1949,44,0
1950,35,0
1951,48,0
1952,51,0
1953,51,0
1954,40,0
1955,34,0
1956,55,0
1957,59,0
1958,75,0
1959,77,0
1960,55,0
1961,47,0
1962,42,0
1963,67,0
1964,55,0
1965,37,0
1966,28,0
1967,30,0
1968,24,0
1969,21,0
1970,28,0
1971,23,0
1972,23,0
1973,16,0
1974,27,0
1975,21,0
1976,10,0
1977,11,0
1978,9,0
1979,8,0
1980,9,0
1981,5,0
1982,0,0
1983,5,0
1984,8,0
1985,8,0
1986,0,0
1987,0,0
1988,10,0
1989,6,0
1990,8,0
1991,7,0
1992,5,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,0,0
1998,0,0
1999,6,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,5,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,5,0
2018,0,0
2019,0,0
