year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,5
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,5
1953,0,0
1954,0,5
1955,0,0
1956,0,9
1957,0,0
1958,0,5
1959,0,11
1960,0,12
1961,0,6
1962,6,9
1963,7,11
1964,6,14
1965,0,14
1966,0,22
1967,0,20
1968,0,23
1969,0,21
1970,0,24
1971,5,39
1972,0,23
1973,0,36
1974,0,37
1975,0,31
1976,5,28
1977,9,32
1978,6,16
1979,0,43
1980,0,31
1981,0,29
1982,0,32
1983,9,29
1984,0,20
1985,0,26
1986,0,39
1987,0,40
1988,0,35
1989,5,44
1990,0,48
1991,0,59
1992,0,56
1993,0,32
1994,0,43
1995,0,45
1996,0,33
1997,0,27
1998,0,28
1999,0,39
2000,0,27
2001,0,32
2002,0,21
2003,0,20
2004,0,29
2005,0,35
2006,0,32
2007,0,34
2008,0,31
2009,0,31
2010,0,25
2011,0,26
2012,0,16
2013,0,18
2014,0,9
2015,0,18
2016,0,13
2017,0,17
2018,0,8
2019,0,13
