year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,0,5
1956,0,5
1957,0,5
1958,0,0
1959,0,5
1960,0,5
1961,0,7
1962,0,7
1963,0,7
1964,0,10
1965,0,9
1966,0,13
1967,0,8
1968,0,11
1969,0,22
1970,0,25
1971,0,25
1972,0,32
1973,0,47
1974,0,52
1975,0,71
1976,0,74
1977,0,71
1978,0,90
1979,0,95
1980,0,90
1981,0,90
1982,0,85
1983,0,79
1984,0,70
1985,0,88
1986,0,102
1987,0,109
1988,0,118
1989,0,126
1990,0,160
1991,0,188
1992,0,181
1993,0,158
1994,0,134
1995,0,156
1996,0,161
1997,0,170
1998,0,194
1999,0,170
2000,0,154
2001,0,134
2002,0,128
2003,0,119
2004,0,129
2005,0,109
2006,0,124
2007,0,105
2008,0,116
2009,0,105
2010,0,115
2011,0,88
2012,0,95
2013,0,94
2014,0,72
2015,0,86
2016,0,73
2017,0,59
2018,0,58
2019,0,52
