year,F,M
1880,9,15
1881,12,13
1882,10,13
1883,13,11
1884,11,16
1885,0,14
1886,11,14
1887,10,5
1888,12,15
1889,13,7
1890,17,8
1891,13,7
1892,22,13
1893,14,8
1894,11,13
1895,18,8
1896,17,11
1897,8,9
1898,14,12
1899,9,8
1900,18,10
1901,14,0
1902,23,13
1903,10,9
1904,30,9
1905,9,5
1906,12,8
1907,22,7
1908,18,11
1909,13,7
1910,30,13
1911,24,11
1912,24,19
1913,28,28
1914,32,22
1915,40,35
1916,43,43
1917,35,40
1918,43,58
1919,37,43
1920,41,30
1921,38,38
1922,47,43
1923,42,45
1924,43,43
1925,33,35
1926,37,43
1927,29,49
1928,34,37
1929,23,44
1930,24,33
1931,28,56
1932,26,41
1933,47,48
1934,38,45
1935,36,47
1936,28,40
1937,26,47
1938,22,45
1939,37,62
1940,25,44
1941,37,53
1942,34,51
1943,25,53
1944,33,46
1945,34,56
1946,28,60
1947,42,67
1948,39,59
1949,35,60
1950,38,64
1951,33,46
1952,37,67
1953,49,84
1954,57,68
1955,50,70
1956,51,77
1957,48,84
1958,41,74
1959,46,77
1960,39,80
1961,38,66
1962,31,63
1963,19,63
1964,21,59
1965,31,52
1966,24,63
1967,11,67
1968,15,42
1969,10,44
1970,17,57
1971,11,34
1972,16,38
1973,7,20
1974,10,15
1975,7,28
1976,0,17
1977,5,15
1978,6,19
1979,5,11
1980,0,15
1981,0,23
1982,6,16
1983,0,14
1984,5,17
1985,0,15
1986,0,10
1987,0,17
1988,0,10
1989,0,10
1990,0,21
1991,0,14
1992,0,8
1993,0,12
1994,0,8
1995,0,15
1996,0,0
1997,0,8
1998,0,10
1999,0,12
2000,0,14
2001,0,9
2002,0,12
2003,0,6
2004,0,9
2005,0,14
2006,0,5
2007,0,0
2008,0,5
2009,0,7
2010,0,7
2011,0,0
2012,0,8
2013,0,6
2014,0,8
2015,0,6
2016,0,0
2017,0,8
2018,0,0
2019,0,0
