year,Girls,Boys
1880,0,11
1881,0,0
1882,0,6
1883,0,9
1884,0,0
1885,0,6
1886,0,5
1887,0,0
1888,0,0
1889,0,5
1890,0,6
1891,0,5
1892,0,8
1893,0,5
1894,0,7
1895,0,0
1896,0,6
1897,0,5
1898,0,0
1899,0,0
1900,0,6
1901,0,6
1902,0,0
1903,0,9
1904,0,5
1905,0,5
1906,0,7
1907,0,10
1908,0,6
1909,0,13
1910,0,12
1911,0,11
1912,0,12
1913,0,17
1914,0,18
1915,0,32
1916,0,25
1917,0,36
1918,0,44
1919,0,107
1920,5,93
1921,0,108
1922,0,81
1923,6,76
1924,0,41
1925,0,59
1926,0,53
1927,0,76
1928,0,68
1929,0,49
1930,0,55
1931,0,41
1932,0,40
1933,0,43
1934,0,42
1935,0,35
1936,0,26
1937,0,41
1938,0,45
1939,0,35
1940,0,30
1941,7,40
1942,0,42
1943,0,37
1944,0,39
1945,0,35
1946,0,38
1947,6,35
1948,0,48
1949,0,54
1950,0,38
1951,0,41
1952,0,32
1953,0,32
1954,0,43
1955,0,39
1956,0,31
1957,0,32
1958,0,46
1959,0,34
1960,0,24
1961,0,32
1962,0,28
1963,0,20
1964,0,36
1965,0,23
1966,0,17
1967,0,17
1968,0,22
1969,0,16
1970,0,26
1971,0,11
1972,0,19
1973,0,24
1974,0,25
1975,0,16
1976,0,14
1977,0,12
1978,0,11
1979,0,23
1980,0,23
1981,0,9
1982,0,14
1983,0,13
1984,0,14
1985,0,8
1986,0,8
1987,0,19
1988,0,16
1989,0,15
1990,0,14
1991,0,15
1992,0,17
1993,8,10
1994,0,15
1995,5,15
1996,12,22
1997,0,22
1998,9,18
1999,0,17
2000,5,19
2001,0,9
2002,0,18
2003,0,18
2004,0,10
2005,5,17
2006,0,23
2007,9,28
2008,11,29
2009,16,28
2010,9,47
2011,25,68
2012,18,62
2013,37,77
2014,30,94
2015,37,72
2016,24,71
2017,21,66
2018,26,55
2019,30,62
