year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,9
1950,0,0
1951,0,0
1952,0,5
1953,0,9
1954,0,9
1955,0,12
1956,0,13
1957,0,12
1958,0,16
1959,0,18
1960,0,19
1961,0,11
1962,0,9
1963,0,14
1964,0,13
1965,0,13
1966,0,11
1967,0,12
1968,0,9
1969,0,11
1970,0,21
1971,0,27
1972,0,17
1973,0,22
1974,0,23
1975,0,26
1976,0,28
1977,0,29
1978,0,23
1979,0,26
1980,0,31
1981,0,34
1982,0,29
1983,0,25
1984,0,29
1985,0,36
1986,0,26
1987,0,24
1988,0,34
1989,0,29
1990,0,36
1991,0,28
1992,0,34
1993,0,32
1994,0,29
1995,0,38
1996,0,35
1997,0,23
1998,0,36
1999,0,53
2000,0,45
2001,0,62
2002,0,51
2003,0,53
2004,0,58
2005,0,55
2006,0,71
2007,0,75
2008,0,54
2009,0,81
2010,0,75
2011,0,98
2012,0,94
2013,0,86
2014,0,98
2015,0,119
2016,0,142
2017,0,118
2018,0,115
2019,0,133
