year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,6,0
1955,8,0
1956,0,0
1957,5,0
1958,7,5
1959,12,10
1960,6,20
1961,8,24
1962,11,19
1963,8,29
1964,7,33
1965,8,108
1966,0,55
1967,8,60
1968,6,66
1969,11,45
1970,6,61
1971,0,64
1972,0,45
1973,0,39
1974,0,39
1975,0,29
1976,5,37
1977,6,39
1978,0,35
1979,7,34
1980,7,37
1981,8,26
1982,8,34
1983,10,37
1984,12,32
1985,6,38
1986,12,37
1987,8,45
1988,14,30
1989,17,33
1990,12,42
1991,10,49
1992,20,41
1993,20,47
1994,15,57
1995,26,37
1996,34,44
1997,36,41
1998,53,50
1999,42,49
2000,47,55
2001,35,42
2002,40,40
2003,40,44
2004,33,31
2005,24,49
2006,22,33
2007,30,40
2008,27,33
2009,22,40
2010,15,42
2011,22,27
2012,5,32
2013,11,25
2014,11,18
2015,11,22
2016,13,27
2017,17,21
2018,10,21
2019,8,20
