year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,6,0
1897,0,0
1898,0,0
1899,0,0
1900,6,0
1901,0,0
1902,0,0
1903,6,0
1904,5,0
1905,16,0
1906,11,0
1907,12,0
1908,21,0
1909,11,0
1910,21,0
1911,26,0
1912,36,0
1913,33,0
1914,41,0
1915,50,0
1916,57,0
1917,83,0
1918,90,0
1919,104,0
1920,129,0
1921,117,0
1922,114,0
1923,122,0
1924,159,0
1925,157,0
1926,161,0
1927,142,0
1928,163,0
1929,115,0
1930,152,0
1931,159,0
1932,172,0
1933,129,0
1934,154,0
1935,155,0
1936,123,0
1937,146,0
1938,134,0
1939,127,0
1940,154,0
1941,146,0
1942,146,0
1943,128,0
1944,157,0
1945,153,0
1946,136,0
1947,161,0
1948,158,0
1949,157,0
1950,155,0
1951,180,0
1952,174,0
1953,195,0
1954,195,0
1955,191,0
1956,198,0
1957,198,0
1958,185,0
1959,162,0
1960,163,0
1961,148,0
1962,147,0
1963,132,0
1964,110,0
1965,107,0
1966,88,0
1967,71,0
1968,83,0
1969,74,0
1970,66,0
1971,62,0
1972,53,0
1973,43,0
1974,37,0
1975,32,0
1976,36,0
1977,30,0
1978,19,0
1979,22,0
1980,41,0
1981,16,0
1982,22,0
1983,19,0
1984,19,0
1985,13,0
1986,13,0
1987,13,0
1988,17,0
1989,13,0
1990,14,0
1991,14,0
1992,9,0
1993,6,0
1994,6,0
1995,5,0
1996,0,0
1997,0,0
1998,5,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
