year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,7,0
1945,0,0
1946,0,0
1947,8,0
1948,0,0
1949,0,0
1950,9,0
1951,8,0
1952,7,0
1953,14,0
1954,10,0
1955,11,0
1956,12,0
1957,15,0
1958,16,0
1959,18,0
1960,27,0
1961,19,0
1962,16,0
1963,21,0
1964,16,0
1965,11,0
1966,21,0
1967,21,0
1968,13,0
1969,27,0
1970,37,0
1971,27,0
1972,32,0
1973,59,0
1974,48,0
1975,69,0
1976,42,0
1977,59,0
1978,56,0
1979,77,0
1980,63,0
1981,53,0
1982,59,0
1983,66,0
1984,76,0
1985,66,0
1986,66,0
1987,72,0
1988,72,0
1989,80,0
1990,81,0
1991,78,0
1992,81,0
1993,81,0
1994,89,0
1995,76,0
1996,71,0
1997,69,0
1998,65,0
1999,113,0
2000,106,0
2001,107,0
2002,114,0
2003,125,0
2004,149,0
2005,158,0
2006,180,0
2007,173,0
2008,206,0
2009,206,0
2010,157,0
2011,143,0
2012,140,0
2013,177,0
2014,153,0
2015,132,0
2016,137,0
2017,89,0
2018,147,0
2019,110,0
