year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,5,0
1916,6,0
1917,17,0
1918,7,0
1919,14,0
1920,7,0
1921,9,0
1922,29,0
1923,22,0
1924,20,0
1925,25,0
1926,26,0
1927,25,0
1928,34,0
1929,35,0
1930,38,0
1931,38,0
1932,45,0
1933,40,0
1934,42,0
1935,50,0
1936,47,0
1937,37,0
1938,41,0
1939,37,0
1940,39,0
1941,31,0
1942,31,0
1943,35,0
1944,30,0
1945,30,0
1946,40,0
1947,37,0
1948,24,0
1949,18,0
1950,21,0
1951,22,0
1952,14,0
1953,26,0
1954,15,0
1955,22,0
1956,15,0
1957,23,0
1958,21,0
1959,11,0
1960,19,0
1961,12,0
1962,18,0
1963,19,0
1964,18,0
1965,9,0
1966,12,0
1967,5,0
1968,6,0
1969,5,0
1970,0,0
1971,7,0
1972,0,0
1973,0,0
1974,0,0
1975,0,0
1976,0,0
1977,0,0
1978,0,0
1979,0,0
1980,0,0
1981,0,0
1982,0,0
1983,0,0
1984,5,0
1985,0,0
1986,0,0
1987,10,0
1988,0,0
1989,0,0
1990,0,0
1991,0,0
1992,0,0
1993,0,0
1994,0,0
1995,0,0
1996,0,0
1997,7,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,8,0
2005,0,0
2006,6,0
2007,0,0
2008,5,0
2009,6,0
2010,5,0
2011,8,0
2012,0,0
2013,0,0
2014,10,0
2015,0,0
2016,8,0
2017,0,0
2018,0,0
2019,0,0
