year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,6,0
1922,0,0
1923,0,0
1924,0,0
1925,7,0
1926,6,0
1927,6,0
1928,5,0
1929,9,0
1930,6,0
1931,6,0
1932,6,0
1933,5,0
1934,9,0
1935,11,0
1936,6,0
1937,17,0
1938,18,0
1939,9,0
1940,13,0
1941,19,0
1942,24,0
1943,31,0
1944,29,0
1945,31,0
1946,54,0
1947,76,0
1948,83,0
1949,86,0
1950,145,0
1951,247,0
1952,363,0
1953,363,0
1954,442,0
1955,415,0
1956,422,0
1957,451,0
1958,440,0
1959,372,0
1960,375,0
1961,334,0
1962,316,0
1963,326,0
1964,355,0
1965,263,0
1966,265,0
1967,282,0
1968,282,0
1969,307,0
1970,257,0
1971,238,0
1972,207,0
1973,204,0
1974,177,0
1975,128,0
1976,81,0
1977,120,0
1978,104,0
1979,85,0
1980,82,0
1981,90,0
1982,75,0
1983,88,0
1984,71,0
1985,75,0
1986,74,0
1987,88,0
1988,52,0
1989,78,0
1990,57,0
1991,70,0
1992,63,0
1993,46,0
1994,52,0
1995,35,0
1996,59,0
1997,33,0
1998,44,0
1999,42,0
2000,44,0
2001,48,0
2002,42,0
2003,38,0
2004,25,0
2005,33,0
2006,30,0
2007,25,0
2008,21,0
2009,25,0
2010,21,0
2011,13,0
2012,5,0
2013,8,0
2014,0,0
2015,9,0
2016,9,0
2017,6,0
2018,7,0
2019,0,0
