year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,5
1911,0,0
1912,0,7
1913,0,12
1914,5,24
1915,0,11
1916,0,13
1917,0,23
1918,0,20
1919,0,15
1920,7,20
1921,0,12
1922,0,17
1923,0,12
1924,0,17
1925,0,23
1926,6,19
1927,0,17
1928,0,10
1929,0,16
1930,6,17
1931,5,17
1932,0,14
1933,0,13
1934,0,19
1935,0,15
1936,0,14
1937,0,9
1938,6,17
1939,0,13
1940,0,15
1941,0,15
1942,0,12
1943,5,6
1944,0,12
1945,0,11
1946,0,12
1947,0,14
1948,0,16
1949,0,12
1950,0,13
1951,0,19
1952,0,22
1953,0,21
1954,0,15
1955,0,19
1956,0,15
1957,0,27
1958,0,25
1959,0,18
1960,0,15
1961,0,17
1962,0,18
1963,0,16
1964,0,20
1965,0,26
1966,0,11
1967,0,15
1968,0,10
1969,0,14
1970,0,11
1971,0,9
1972,0,7
1973,0,7
1974,0,6
1975,0,5
1976,0,5
1977,0,0
1978,0,8
1979,0,0
1980,0,5
1981,0,10
1982,0,11
1983,0,6
1984,0,5
1985,0,6
1986,0,14
1987,0,7
1988,0,5
1989,0,6
1990,0,9
1991,0,9
1992,0,5
1993,0,5
1994,0,6
1995,0,11
1996,0,0
1997,0,0
1998,0,0
1999,0,8
2000,0,7
2001,0,8
2002,0,9
2003,0,8
2004,0,9
2005,0,6
2006,0,6
2007,0,9
2008,0,8
2009,0,12
2010,0,13
2011,0,16
2012,0,10
2013,0,14
2014,0,25
2015,0,20
2016,0,8
2017,0,8
2018,0,15
2019,0,16
