year,F,M
1880,6,0
1881,0,0
1882,8,0
1883,9,0
1884,9,0
1885,12,0
1886,7,0
1887,5,0
1888,12,0
1889,15,0
1890,9,0
1891,0,0
1892,7,0
1893,8,0
1894,11,0
1895,12,0
1896,13,0
1897,13,0
1898,6,0
1899,8,0
1900,24,0
1901,7,0
1902,12,0
1903,0,0
1904,14,0
1905,15,0
1906,6,0
1907,14,0
1908,12,0
1909,9,0
1910,12,0
1911,15,0
1912,23,0
1913,21,0
1914,27,0
1915,21,0
1916,31,0
1917,24,0
1918,21,0
1919,32,0
1920,23,0
1921,31,0
1922,30,0
1923,27,0
1924,30,0
1925,22,0
1926,25,0
1927,21,0
1928,24,0
1929,12,0
1930,22,0
1931,17,0
1932,23,0
1933,35,0
1934,26,0
1935,37,0
1936,26,0
1937,35,0
1938,33,0
1939,35,0
1940,42,0
1941,69,0
1942,142,0
1943,178,0
1944,188,0
1945,162,0
1946,188,0
1947,217,0
1948,190,0
1949,216,0
1950,248,0
1951,237,0
1952,257,0
1953,257,0
1954,270,0
1955,346,0
1956,333,0
1957,324,0
1958,332,0
1959,298,0
1960,295,0
1961,237,0
1962,207,0
1963,178,0
1964,173,0
1965,142,0
1966,123,0
1967,88,0
1968,91,0
1969,91,0
1970,103,0
1971,91,0
1972,97,0
1973,78,0
1974,60,0
1975,98,0
1976,81,0
1977,74,0
1978,69,0
1979,85,0
1980,57,0
1981,79,0
1982,64,0
1983,66,0
1984,72,0
1985,63,0
1986,44,0
1987,52,0
1988,68,0
1989,63,0
1990,51,0
1991,41,0
1992,45,0
1993,45,0
1994,51,0
1995,47,0
1996,64,0
1997,43,0
1998,51,0
1999,71,0
2000,65,0
2001,75,0
2002,73,0
2003,69,0
2004,55,0
2005,39,0
2006,60,0
2007,57,0
2008,57,0
2009,68,0
2010,47,0
2011,44,0
2012,48,0
2013,51,0
2014,54,0
2015,60,0
2016,54,0
2017,51,0
2018,52,0
2019,41,0
