year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,0,0
1957,0,0
1958,0,0
1959,0,0
1960,0,0
1961,0,0
1962,0,0
1963,0,0
1964,0,0
1965,5,0
1966,0,0
1967,6,0
1968,7,8
1969,0,5
1970,8,5
1971,10,0
1972,7,0
1973,16,8
1974,20,11
1975,17,6
1976,26,18
1977,31,21
1978,28,17
1979,27,19
1980,27,22
1981,32,20
1982,26,22
1983,52,43
1984,119,53
1985,314,55
1986,282,62
1987,267,63
1988,206,101
1989,192,179
1990,211,198
1991,221,220
1992,249,237
1993,226,158
1994,196,124
1995,166,101
1996,158,75
1997,147,63
1998,123,53
1999,105,45
2000,82,45
2001,44,35
2002,49,33
2003,32,34
2004,26,30
2005,17,31
2006,18,22
2007,23,20
2008,15,15
2009,13,15
2010,6,10
2011,5,13
2012,8,11
2013,7,13
2014,0,14
2015,0,12
2016,0,5
2017,0,6
2018,0,0
2019,0,7
