year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,7,0
1884,8,0
1885,6,0
1886,6,0
1887,0,0
1888,13,0
1889,11,0
1890,6,0
1891,9,0
1892,9,0
1893,17,0
1894,12,0
1895,10,0
1896,19,0
1897,10,0
1898,21,0
1899,18,0
1900,21,0
1901,13,0
1902,17,0
1903,14,0
1904,23,0
1905,15,0
1906,21,0
1907,12,0
1908,27,5
1909,29,0
1910,26,0
1911,25,0
1912,43,0
1913,31,5
1914,48,0
1915,58,0
1916,74,5
1917,53,7
1918,53,0
1919,51,0
1920,45,5
1921,50,6
1922,59,0
1923,56,0
1924,58,0
1925,48,0
1926,45,0
1927,42,6
1928,49,0
1929,36,0
1930,44,0
1931,41,0
1932,33,0
1933,40,0
1934,48,0
1935,36,0
1936,35,0
1937,44,0
1938,43,0
1939,25,0
1940,32,0
1941,28,0
1942,24,0
1943,32,0
1944,31,0
1945,32,0
1946,26,0
1947,24,0
1948,29,0
1949,25,0
1950,19,0
1951,28,0
1952,35,0
1953,29,0
1954,25,5
1955,30,8
1956,38,5
1957,32,0
1958,25,6
1959,37,0
1960,25,0
1961,29,0
1962,21,0
1963,24,0
1964,27,0
1965,21,0
1966,10,0
1967,5,0
1968,20,0
1969,13,0
1970,10,0
1971,12,0
1972,57,0
1973,99,0
1974,82,6
1975,47,0
1976,30,0
1977,20,5
1978,31,0
1979,22,0
1980,18,0
1981,16,0
1982,20,0
1983,16,0
1984,14,0
1985,14,0
1986,20,0
1987,19,0
1988,25,0
1989,22,0
1990,26,5
1991,23,0
1992,16,0
1993,15,0
1994,17,0
1995,9,0
1996,16,0
1997,13,0
1998,9,0
1999,12,0
2000,13,0
2001,12,0
2002,5,0
2003,15,0
2004,15,0
2005,19,0
2006,14,0
2007,6,0
2008,5,0
2009,11,5
2010,8,0
2011,8,0
2012,16,0
2013,16,0
2014,28,0
2015,39,0
2016,39,0
2017,67,6
2018,102,7
2019,135,0
