year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,5,0
1915,6,0
1916,5,0
1917,0,0
1918,7,0
1919,8,0
1920,8,0
1921,0,0
1922,10,0
1923,5,0
1924,0,0
1925,6,0
1926,0,0
1927,6,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,5,0
1933,14,0
1934,11,0
1935,5,0
1936,8,0
1937,7,0
1938,8,0
1939,6,0
1940,14,0
1941,15,0
1942,10,0
1943,14,0
1944,11,0
1945,13,0
1946,21,0
1947,24,0
1948,19,0
1949,22,0
1950,24,0
1951,35,0
1952,28,0
1953,26,0
1954,37,0
1955,29,0
1956,45,0
1957,43,0
1958,75,0
1959,54,0
1960,64,0
1961,60,0
1962,74,0
1963,87,0
1964,75,0
1965,79,0
1966,61,0
1967,70,0
1968,83,0
1969,98,0
1970,92,0
1971,83,0
1972,72,0
1973,60,0
1974,74,0
1975,61,0
1976,58,0
1977,69,0
1978,57,0
1979,57,0
1980,75,0
1981,55,0
1982,58,0
1983,51,0
1984,61,0
1985,43,0
1986,49,0
1987,53,0
1988,38,0
1989,39,0
1990,41,0
1991,45,0
1992,54,0
1993,43,0
1994,46,0
1995,42,0
1996,50,0
1997,47,0
1998,51,0
1999,50,0
2000,50,0
2001,58,0
2002,55,0
2003,50,0
2004,72,0
2005,68,0
2006,68,0
2007,81,0
2008,47,0
2009,48,0
2010,39,0
2011,45,0
2012,32,0
2013,26,0
2014,27,0
2015,23,0
2016,22,0
2017,21,0
2018,26,0
2019,19,0
