year,Boys,Girls
1880,21,0
1881,33,0
1882,36,0
1883,24,0
1884,36,0
1885,44,0
1886,54,0
1887,32,0
1888,60,0
1889,62,0
1890,57,0
1891,46,0
1892,51,0
1893,49,0
1894,60,0
1895,70,0
1896,63,0
1897,62,0
1898,72,0
1899,70,0
1900,94,0
1901,80,0
1902,85,0
1903,92,0
1904,102,0
1905,102,0
1906,96,0
1907,103,0
1908,124,0
1909,108,0
1910,133,0
1911,138,0
1912,188,0
1913,183,0
1914,202,0
1915,287,0
1916,302,5
1917,287,0
1918,354,0
1919,341,0
1920,348,0
1921,354,0
1922,350,0
1923,349,0
1924,352,5
1925,388,0
1926,395,0
1927,350,0
1928,390,5
1929,387,6
1930,387,5
1931,357,0
1932,364,0
1933,331,6
1934,327,7
1935,335,0
1936,329,0
1937,295,0
1938,232,0
1939,235,0
1940,271,0
1941,274,0
1942,250,0
1943,235,0
1944,243,0
1945,221,0
1946,262,0
1947,262,0
1948,267,0
1949,258,0
1950,263,0
1951,238,0
1952,273,0
1953,243,0
1954,247,0
1955,239,5
1956,248,0
1957,216,0
1958,243,0
1959,206,0
1960,184,0
1961,185,0
1962,162,0
1963,151,0
1964,171,0
1965,155,0
1966,136,0
1967,114,0
1968,113,0
1969,93,0
1970,115,0
1971,133,0
1972,105,0
1973,83,0
1974,89,0
1975,92,0
1976,82,0
1977,99,0
1978,75,0
1979,67,0
1980,72,0
1981,61,0
1982,61,0
1983,54,0
1984,49,0
1985,48,0
1986,54,0
1987,29,0
1988,60,0
1989,39,0
1990,41,0
1991,51,0
1992,33,0
1993,34,0
1994,38,0
1995,27,0
1996,29,0
1997,20,0
1998,23,0
1999,17,0
2000,17,0
2001,15,0
2002,16,0
2003,10,0
2004,15,0
2005,18,0
2006,19,0
2007,17,0
2008,18,0
2009,19,0
2010,26,0
2011,13,0
2012,20,0
2013,26,0
2014,23,0
2015,30,0
2016,42,0
2017,49,0
2018,53,0
2019,53,0
