year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,6
1954,0,8
1955,0,0
1956,0,6
1957,0,6
1958,0,6
1959,6,6
1960,0,9
1961,6,13
1962,0,17
1963,5,16
1964,8,13
1965,10,21
1966,7,15
1967,6,18
1968,5,12
1969,0,21
1970,5,21
1971,6,16
1972,16,20
1973,11,17
1974,11,18
1975,12,30
1976,0,20
1977,10,27
1978,11,17
1979,0,31
1980,0,12
1981,0,25
1982,0,30
1983,7,21
1984,0,43
1985,0,33
1986,5,47
1987,0,38
1988,0,31
1989,0,42
1990,0,52
1991,0,98
1992,0,178
1993,5,157
1994,0,149
1995,0,102
1996,6,94
1997,0,102
1998,0,109
1999,0,91
2000,0,100
2001,0,102
2002,0,114
2003,0,102
2004,0,90
2005,0,82
2006,0,101
2007,0,81
2008,0,94
2009,0,127
2010,0,111
2011,0,92
2012,0,105
2013,0,85
2014,0,85
2015,0,84
2016,0,76
2017,0,86
2018,0,85
2019,0,70
