year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,6,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,7,0
1909,6,0
1910,0,0
1911,0,0
1912,11,0
1913,0,0
1914,13,0
1915,14,0
1916,7,0
1917,18,0
1918,11,0
1919,20,0
1920,15,0
1921,22,0
1922,14,0
1923,21,0
1924,21,0
1925,15,0
1926,23,0
1927,25,0
1928,19,0
1929,16,0
1930,20,0
1931,14,0
1932,21,0
1933,22,0
1934,19,0
1935,20,0
1936,23,0
1937,27,0
1938,22,0
1939,32,0
1940,32,0
1941,18,0
1942,49,0
1943,42,0
1944,41,0
1945,47,0
1946,43,0
1947,54,0
1948,54,0
1949,57,0
1950,59,0
1951,60,0
1952,69,0
1953,58,0
1954,53,0
1955,48,0
1956,62,0
1957,49,0
1958,61,0
1959,62,0
1960,57,0
1961,60,0
1962,49,0
1963,34,0
1964,66,0
1965,69,0
1966,57,0
1967,51,0
1968,22,0
1969,40,0
1970,66,0
1971,49,0
1972,46,0
1973,61,0
1974,35,0
1975,26,0
1976,37,0
1977,49,0
1978,46,0
1979,48,0
1980,34,0
1981,42,0
1982,38,0
1983,45,0
1984,44,0
1985,45,0
1986,32,0
1987,43,0
1988,39,0
1989,42,0
1990,28,0
1991,35,0
1992,28,0
1993,24,0
1994,26,0
1995,23,0
1996,15,0
1997,10,0
1998,20,0
1999,15,0
2000,14,0
2001,6,0
2002,8,0
2003,0,0
2004,0,0
2005,10,0
2006,8,0
2007,11,0
2008,0,0
2009,6,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
