year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,5
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,5
1938,0,6
1939,0,5
1940,0,6
1941,0,5
1942,0,5
1943,0,7
1944,0,8
1945,0,5
1946,0,7
1947,0,12
1948,0,12
1949,0,17
1950,0,16
1951,0,21
1952,0,16
1953,0,25
1954,0,21
1955,0,21
1956,0,39
1957,0,45
1958,0,48
1959,0,55
1960,0,49
1961,0,44
1962,0,61
1963,0,54
1964,0,58
1965,0,91
1966,0,101
1967,0,115
1968,0,135
1969,5,247
1970,0,403
1971,5,431
1972,0,461
1973,0,573
1974,0,625
1975,7,615
1976,0,610
1977,0,646
1978,0,600
1979,0,712
1980,5,608
1981,0,550
1982,5,582
1983,0,502
1984,0,478
1985,5,517
1986,0,461
1987,0,425
1988,0,399
1989,0,402
1990,0,384
1991,0,394
1992,0,411
1993,0,375
1994,0,418
1995,0,446
1996,0,484
1997,0,559
1998,0,725
1999,0,719
2000,0,709
2001,0,759
2002,0,833
2003,0,894
2004,0,963
2005,0,923
2006,0,863
2007,0,897
2008,0,961
2009,0,909
2010,0,934
2011,0,851
2012,0,807
2013,0,815
2014,0,794
2015,0,762
2016,0,635
2017,0,632
2018,5,619
2019,0,551
