year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,7,0
1924,5,0
1925,0,0
1926,8,0
1927,11,0
1928,8,0
1929,8,0
1930,9,0
1931,23,0
1932,15,0
1933,19,0
1934,17,0
1935,13,0
1936,19,0
1937,21,0
1938,24,0
1939,19,0
1940,24,0
1941,21,0
1942,26,0
1943,27,0
1944,35,0
1945,42,0
1946,48,0
1947,56,0
1948,58,0
1949,59,0
1950,86,0
1951,69,0
1952,78,0
1953,99,0
1954,79,0
1955,91,0
1956,79,0
1957,78,0
1958,49,0
1959,45,0
1960,44,0
1961,69,0
1962,68,0
1963,71,0
1964,63,0
1965,66,0
1966,67,0
1967,70,0
1968,88,0
1969,104,0
1970,76,0
1971,52,0
1972,49,0
1973,58,0
1974,35,0
1975,51,0
1976,325,0
1977,1939,6
1978,2129,0
1979,2303,16
1980,1693,0
1981,1808,18
1982,2140,0
1983,2386,6
1984,2167,8
1985,2385,7
1986,2103,8
1987,2404,6
1988,2497,5
1989,2217,10
1990,2155,8
1991,1827,0
1992,1775,0
1993,1497,0
1994,1256,5
1995,1090,0
1996,939,0
1997,772,0
1998,703,0
1999,646,0
2000,614,0
2001,579,0
2002,521,0
2003,466,0
2004,408,0
2005,393,0
2006,315,0
2007,286,0
2008,194,0
2009,203,0
2010,176,0
2011,192,0
2012,171,0
2013,145,0
2014,152,0
2015,158,0
2016,149,0
2017,152,0
2018,145,0
2019,134,0
