year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,6
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,5
1948,0,0
1949,0,6
1950,0,5
1951,0,0
1952,0,0
1953,0,11
1954,0,11
1955,0,5
1956,0,0
1957,0,13
1958,0,0
1959,0,8
1960,0,7
1961,0,10
1962,0,14
1963,0,7
1964,0,6
1965,0,12
1966,0,16
1967,0,14
1968,0,21
1969,0,65
1970,0,57
1971,0,69
1972,0,73
1973,0,75
1974,0,77
1975,0,75
1976,0,78
1977,0,89
1978,0,66
1979,0,83
1980,0,80
1981,5,89
1982,6,131
1983,5,328
1984,8,369
1985,6,422
1986,0,369
1987,0,294
1988,9,260
1989,0,230
1990,0,233
1991,5,278
1992,7,205
1993,9,235
1994,5,229
1995,0,243
1996,12,222
1997,10,242
1998,10,239
1999,8,223
2000,15,233
2001,19,306
2002,28,318
2003,30,403
2004,43,465
2005,53,513
2006,47,668
2007,50,778
2008,50,810
2009,40,1005
2010,49,1227
2011,38,1661
2012,46,1821
2013,42,2234
2014,49,2594
2015,53,2850
2016,59,3279
2017,72,3926
2018,51,4240
2019,34,4649
