year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,5,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,7,0
1913,0,0
1914,0,0
1915,8,0
1916,6,0
1917,9,0
1918,8,0
1919,0,0
1920,6,0
1921,0,0
1922,7,0
1923,0,0
1924,0,0
1925,14,0
1926,0,0
1927,13,0
1928,0,0
1929,6,0
1930,5,0
1931,0,0
1932,0,0
1933,8,0
1934,0,0
1935,0,0
1936,0,0
1937,8,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,5,0
1946,0,0
1947,0,0
1948,6,0
1949,0,0
1950,24,0
1951,24,0
1952,21,0
1953,29,0
1954,34,0
1955,37,0
1956,45,0
1957,50,0
1958,27,0
1959,36,0
1960,33,0
1961,34,0
1962,26,0
1963,32,0
1964,27,0
1965,31,0
1966,39,0
1967,25,0
1968,45,0
1969,54,0
1970,64,0
1971,84,0
1972,90,0
1973,149,0
1974,283,7
1975,382,13
1976,525,8
1977,720,15
1978,797,19
1979,1042,17
1980,1187,19
1981,1400,39
1982,1449,17
1983,1569,22
1984,1929,30
1985,2708,42
1986,2991,51
1987,3724,65
1988,6445,94
1989,9549,151
1990,11035,98
1991,11525,54
1992,10476,39
1993,12063,48
1994,11712,48
1995,10278,34
1996,9708,36
1997,9679,22
1998,9484,27
1999,9351,20
2000,9098,24
2001,8957,16
2002,8868,31
2003,8063,19
2004,8490,41
2005,7867,19
2006,7518,13
2007,6769,17
2008,5527,12
2009,4881,10
2010,4177,6
2011,3702,6
2012,3386,0
2013,3055,5
2014,3034,0
2015,2806,0
2016,2644,7
2017,2264,0
2018,2136,0
2019,2092,0
