year,Boys,Girls
1880,96,0
1881,113,0
1882,134,0
1883,135,0
1884,122,0
1885,155,0
1886,149,0
1887,155,0
1888,206,0
1889,226,0
1890,220,0
1891,204,0
1892,242,0
1893,211,0
1894,246,0
1895,220,0
1896,223,0
1897,247,0
1898,235,0
1899,224,0
1900,330,0
1901,278,0
1902,262,0
1903,260,0
1904,272,0
1905,306,0
1906,265,0
1907,295,0
1908,284,0
1909,301,0
1910,377,0
1911,317,0
1912,416,0
1913,471,0
1914,472,5
1915,571,0
1916,649,0
1917,634,0
1918,656,0
1919,751,0
1920,764,0
1921,708,5
1922,684,0
1923,699,0
1924,751,7
1925,741,5
1926,664,0
1927,729,0
1928,709,7
1929,707,8
1930,707,0
1931,696,5
1932,704,6
1933,710,5
1934,771,10
1935,743,14
1936,755,0
1937,707,7
1938,777,7
1939,758,0
1940,811,8
1941,795,0
1942,950,13
1943,1066,0
1944,1163,6
1945,1470,8
1946,1704,0
1947,1844,8
1948,1579,8
1949,1737,0
1950,1729,0
1951,1707,0
1952,1569,5
1953,1580,5
1954,1492,0
1955,1482,5
1956,1410,0
1957,1304,8
1958,1215,0
1959,1128,0
1960,1084,11
1961,1050,6
1962,949,7
1963,940,0
1964,752,6
1965,620,0
1966,595,8
1967,554,0
1968,490,0
1969,498,6
1970,475,6
1971,454,5
1972,441,6
1973,389,5
1974,354,8
1975,351,6
1976,360,9
1977,353,0
1978,303,0
1979,330,0
1980,316,0
1981,338,0
1982,335,10
1983,309,0
1984,306,0
1985,299,0
1986,297,0
1987,268,7
1988,317,0
1989,294,5
1990,323,0
1991,321,0
1992,304,0
1993,270,0
1994,285,0
1995,248,0
1996,231,0
1997,238,0
1998,210,0
1999,207,0
2000,208,0
2001,214,0
2002,237,0
2003,194,0
2004,223,0
2005,226,0
2006,186,0
2007,170,0
2008,200,0
2009,203,0
2010,155,0
2011,137,0
2012,163,0
2013,148,0
2014,165,0
2015,170,0
2016,157,0
2017,132,0
2018,124,0
2019,141,0
