year,Girls,Boys
1880,0,5
1881,0,0
1882,8,0
1883,5,5
1884,9,0
1885,0,9
1886,7,8
1887,8,5
1888,10,6
1889,5,9
1890,10,0
1891,5,12
1892,9,10
1893,6,15
1894,7,14
1895,8,10
1896,13,13
1897,10,14
1898,8,9
1899,12,13
1900,10,11
1901,6,8
1902,6,5
1903,11,8
1904,7,10
1905,12,12
1906,5,10
1907,11,18
1908,8,14
1909,9,15
1910,12,21
1911,18,11
1912,12,27
1913,18,29
1914,23,36
1915,16,38
1916,21,40
1917,10,40
1918,22,42
1919,22,40
1920,15,58
1921,13,41
1922,13,50
1923,13,42
1924,17,36
1925,14,38
1926,13,48
1927,14,46
1928,16,44
1929,15,43
1930,15,47
1931,12,27
1932,21,38
1933,10,37
1934,19,29
1935,13,35
1936,19,22
1937,17,31
1938,11,31
1939,22,33
1940,18,31
1941,31,34
1942,25,34
1943,25,28
1944,31,24
1945,25,33
1946,42,36
1947,65,48
1948,61,44
1949,51,35
1950,87,33
1951,103,45
1952,122,44
1953,171,35
1954,188,41
1955,247,43
1956,308,34
1957,485,42
1958,507,35
1959,492,46
1960,503,55
1961,551,58
1962,588,35
1963,684,48
1964,657,31
1965,669,53
1966,696,44
1967,855,48
1968,859,52
1969,936,64
1970,1052,52
1971,1039,49
1972,935,40
1973,850,47
1974,1028,55
1975,892,37
1976,838,40
1977,845,48
1978,829,51
1979,702,52
1980,618,41
1981,580,31
1982,580,22
1983,569,21
1984,471,30
1985,352,15
1986,324,15
1987,273,17
1988,210,14
1989,280,14
1990,224,20
1991,231,15
1992,243,15
1993,215,16
1994,189,7
1995,203,6
1996,179,11
1997,143,14
1998,114,8
1999,134,18
2000,107,5
2001,110,6
2002,111,20
2003,94,6
2004,80,15
2005,95,12
2006,93,12
2007,84,8
2008,38,15
2009,54,8
2010,49,15
2011,49,6
2012,42,5
2013,39,14
2014,47,13
2015,31,8
2016,45,0
2017,27,5
2018,43,9
2019,41,8
