year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,12,0
1947,14,0
1948,10,0
1949,8,0
1950,9,0
1951,25,0
1952,23,0
1953,42,0
1954,59,0
1955,73,7
1956,111,7
1957,138,8
1958,170,12
1959,194,14
1960,263,11
1961,249,11
1962,305,7
1963,270,10
1964,283,5
1965,327,11
1966,320,5
1967,351,17
1968,417,18
1969,537,16
1970,549,36
1971,532,31
1972,483,45
1973,486,43
1974,446,45
1975,603,39
1976,980,41
1977,1041,29
1978,917,25
1979,921,36
1980,907,26
1981,803,23
1982,757,21
1983,737,17
1984,623,18
1985,690,22
1986,523,15
1987,525,14
1988,486,12
1989,457,11
1990,458,14
1991,446,13
1992,356,13
1993,304,10
1994,229,12
1995,210,15
1996,207,10
1997,207,8
1998,155,8
1999,138,7
2000,146,8
2001,127,6
2002,99,6
2003,75,10
2004,96,10
2005,83,7
2006,68,6
2007,61,5
2008,50,0
2009,38,0
2010,32,10
2011,25,14
2012,19,0
2013,19,0
2014,18,5
2015,25,0
2016,8,0
2017,15,10
2018,14,5
2019,15,0
