year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,6,0
1945,37,0
1946,32,0
1947,18,5
1948,22,0
1949,16,0
1950,20,0
1951,18,0
1952,14,0
1953,15,0
1954,17,0
1955,18,8
1956,26,0
1957,16,7
1958,21,5
1959,22,8
1960,20,7
1961,32,16
1962,33,11
1963,30,14
1964,19,12
1965,26,26
1966,33,32
1967,43,38
1968,54,60
1969,56,60
1970,82,118
1971,68,92
1972,93,101
1973,73,91
1974,94,96
1975,146,106
1976,141,116
1977,162,104
1978,210,134
1979,274,105
1980,273,111
1981,314,84
1982,615,93
1983,734,96
1984,665,91
1985,725,95
1986,861,98
1987,858,78
1988,854,113
1989,1146,119
1990,1312,152
1991,1411,149
1992,1688,180
1993,2080,179
1994,1944,193
1995,1783,184
1996,2238,171
1997,2492,143
1998,2657,131
1999,2788,151
2000,2865,133
2001,3281,160
2002,3630,102
2003,3392,92
2004,3051,102
2005,2897,97
2006,2998,82
2007,3035,69
2008,2644,73
2009,2490,74
2010,2722,72
2011,2673,48
2012,2736,57
2013,2586,51
2014,2389,59
2015,2567,48
2016,2695,54
2017,2733,41
2018,2689,50
2019,2703,56
