year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,6
1913,0,6
1914,0,17
1915,0,12
1916,0,21
1917,0,15
1918,0,19
1919,0,20
1920,0,21
1921,0,24
1922,0,23
1923,0,24
1924,0,31
1925,0,33
1926,0,43
1927,0,49
1928,0,69
1929,0,68
1930,0,76
1931,0,104
1932,0,87
1933,0,102
1934,0,141
1935,0,137
1936,0,119
1937,0,126
1938,0,131
1939,0,158
1940,0,182
1941,0,194
1942,0,228
1943,0,208
1944,0,180
1945,0,169
1946,0,156
1947,0,210
1948,0,163
1949,0,177
1950,0,171
1951,0,151
1952,0,134
1953,0,184
1954,0,167
1955,0,139
1956,0,138
1957,0,139
1958,0,113
1959,0,112
1960,0,128
1961,0,120
1962,0,120
1963,0,128
1964,0,106
1965,0,107
1966,0,110
1967,0,100
1968,0,101
1969,0,106
1970,0,102
1971,0,75
1972,0,66
1973,0,58
1974,0,61
1975,0,62
1976,0,37
1977,0,44
1978,0,30
1979,0,34
1980,0,30
1981,0,44
1982,0,38
1983,0,32
1984,0,34
1985,0,30
1986,0,28
1987,0,26
1988,0,37
1989,0,28
1990,0,30
1991,0,31
1992,0,28
1993,0,30
1994,0,20
1995,0,16
1996,0,18
1997,0,29
1998,0,18
1999,0,13
2000,0,14
2001,0,19
2002,0,12
2003,0,8
2004,0,9
2005,0,7
2006,0,9
2007,0,7
2008,0,10
2009,0,6
2010,0,6
2011,0,9
2012,0,12
2013,0,0
2014,0,11
2015,0,5
2016,0,6
2017,0,9
2018,0,5
2019,0,8
