year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,8,0
1938,6,0
1939,6,0
1940,0,0
1941,0,0
1942,5,0
1943,11,0
1944,10,0
1945,11,0
1946,16,0
1947,23,0
1948,17,0
1949,18,0
1950,19,0
1951,22,0
1952,19,0
1953,12,0
1954,16,0
1955,14,0
1956,27,0
1957,12,0
1958,9,0
1959,9,0
1960,14,0
1961,15,0
1962,12,0
1963,7,0
1964,12,0
1965,8,0
1966,6,0
1967,7,0
1968,7,0
1969,7,0
1970,5,0
1971,8,0
1972,0,0
1973,8,0
1974,8,0
1975,7,0
1976,9,0
1977,19,0
1978,21,0
1979,14,0
1980,22,0
1981,22,0
1982,18,0
1983,29,0
1984,31,0
1985,23,0
1986,33,0
1987,42,0
1988,47,0
1989,57,0
1990,47,0
1991,52,0
1992,46,0
1993,30,0
1994,49,0
1995,37,0
1996,48,0
1997,41,0
1998,49,0
1999,45,0
2000,39,0
2001,52,0
2002,39,0
2003,49,0
2004,59,0
2005,42,0
2006,43,0
2007,55,0
2008,58,0
2009,46,0
2010,64,0
2011,55,0
2012,44,0
2013,50,0
2014,36,0
2015,46,0
2016,40,0
2017,53,0
2018,31,0
2019,28,0
