year,Girls,Boys
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,5,0
1915,0,0
1916,0,0
1917,0,0
1918,5,0
1919,8,0
1920,6,0
1921,10,0
1922,0,0
1923,5,0
1924,11,0
1925,12,0
1926,6,0
1927,8,0
1928,11,0
1929,12,0
1930,18,0
1931,20,0
1932,10,0
1933,11,0
1934,13,0
1935,13,0
1936,17,0
1937,11,0
1938,18,0
1939,21,0
1940,15,0
1941,14,0
1942,12,0
1943,13,0
1944,15,0
1945,23,0
1946,17,0
1947,16,0
1948,10,0
1949,17,0
1950,18,0
1951,11,0
1952,23,0
1953,16,0
1954,13,0
1955,14,0
1956,15,0
1957,17,0
1958,13,0
1959,12,0
1960,18,0
1961,22,0
1962,26,0
1963,19,0
1964,25,0
1965,19,0
1966,16,0
1967,17,0
1968,15,0
1969,24,0
1970,22,0
1971,32,0
1972,26,0
1973,29,0
1974,21,0
1975,23,0
1976,21,0
1977,35,0
1978,39,0
1979,44,0
1980,32,0
1981,49,0
1982,41,0
1983,35,0
1984,41,0
1985,33,0
1986,27,0
1987,38,0
1988,39,0
1989,35,0
1990,34,0
1991,30,0
1992,31,0
1993,28,0
1994,27,0
1995,21,0
1996,28,0
1997,30,0
1998,44,0
1999,22,0
2000,18,0
2001,26,0
2002,28,0
2003,31,0
2004,27,0
2005,19,0
2006,44,0
2007,39,0
2008,31,0
2009,20,0
2010,24,0
2011,35,0
2012,28,0
2013,18,0
2014,29,0
2015,22,0
2016,19,0
2017,20,0
2018,15,0
2019,11,0
