year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,6,0
1923,0,0
1924,8,0
1925,15,0
1926,8,0
1927,15,0
1928,18,0
1929,18,0
1930,19,0
1931,21,0
1932,21,0
1933,12,0
1934,19,0
1935,29,0
1936,27,0
1937,25,0
1938,34,0
1939,22,0
1940,28,0
1941,30,0
1942,37,0
1943,39,0
1944,37,0
1945,33,0
1946,45,0
1947,37,0
1948,51,0
1949,57,0
1950,44,0
1951,58,0
1952,51,0
1953,57,0
1954,35,0
1955,40,0
1956,47,0
1957,31,0
1958,36,0
1959,24,0
1960,28,0
1961,47,0
1962,49,0
1963,55,0
1964,70,0
1965,55,0
1966,52,0
1967,49,0
1968,48,0
1969,35,0
1970,39,0
1971,42,0
1972,21,0
1973,24,0
1974,25,0
1975,20,0
1976,27,0
1977,23,0
1978,25,0
1979,16,0
1980,24,0
1981,19,0
1982,27,0
1983,25,0
1984,32,0
1985,33,0
1986,20,0
1987,30,0
1988,28,0
1989,28,0
1990,28,0
1991,18,0
1992,23,0
1993,21,0
1994,16,0
1995,14,0
1996,20,0
1997,12,0
1998,11,0
1999,7,0
2000,16,0
2001,9,0
2002,5,0
2003,5,0
2004,6,0
2005,8,0
2006,0,0
2007,0,0
2008,7,0
2009,0,0
2010,6,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
