year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,5,0
1917,0,0
1918,6,0
1919,7,0
1920,8,0
1921,10,0
1922,7,0
1923,8,0
1924,7,0
1925,13,0
1926,11,0
1927,11,0
1928,9,0
1929,20,0
1930,14,0
1931,9,0
1932,23,0
1933,10,0
1934,17,0
1935,15,0
1936,21,0
1937,19,0
1938,30,0
1939,29,0
1940,24,0
1941,26,0
1942,17,0
1943,19,0
1944,23,0
1945,18,0
1946,37,0
1947,26,0
1948,28,0
1949,21,0
1950,29,0
1951,23,0
1952,25,0
1953,31,0
1954,25,0
1955,27,0
1956,41,0
1957,31,0
1958,32,0
1959,33,0
1960,28,0
1961,27,0
1962,39,0
1963,36,0
1964,41,0
1965,31,0
1966,41,0
1967,40,0
1968,49,0
1969,46,0
1970,45,0
1971,54,0
1972,50,0
1973,69,0
1974,47,0
1975,43,0
1976,63,0
1977,65,0
1978,65,0
1979,77,0
1980,90,0
1981,92,0
1982,77,0
1983,74,0
1984,65,0
1985,61,0
1986,61,0
1987,70,0
1988,55,0
1989,38,0
1990,47,0
1991,40,0
1992,37,0
1993,30,0
1994,38,0
1995,29,0
1996,26,0
1997,20,0
1998,20,0
1999,15,0
2000,17,0
2001,14,0
2002,15,0
2003,19,0
2004,14,0
2005,19,0
2006,17,0
2007,17,0
2008,22,0
2009,19,0
2010,11,0
2011,17,0
2012,21,0
2013,12,0
2014,10,0
2015,5,0
2016,0,0
2017,6,0
2018,10,0
2019,6,0
