year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,5,0
1914,0,0
1915,0,0
1916,8,0
1917,0,0
1918,0,0
1919,10,0
1920,7,0
1921,12,0
1922,10,0
1923,11,0
1924,20,0
1925,15,0
1926,16,0
1927,5,0
1928,19,0
1929,6,0
1930,16,0
1931,13,0
1932,13,0
1933,16,0
1934,9,0
1935,11,0
1936,15,0
1937,13,0
1938,22,0
1939,15,0
1940,10,0
1941,13,0
1942,13,0
1943,8,0
1944,18,0
1945,6,0
1946,16,0
1947,18,0
1948,10,0
1949,14,0
1950,10,0
1951,15,0
1952,19,0
1953,11,0
1954,13,0
1955,11,0
1956,22,0
1957,25,0
1958,12,0
1959,26,0
1960,23,0
1961,28,0
1962,19,0
1963,21,0
1964,15,0
1965,22,0
1966,12,0
1967,19,0
1968,20,0
1969,31,0
1970,27,0
1971,34,0
1972,25,0
1973,39,0
1974,32,0
1975,24,0
1976,28,0
1977,29,0
1978,24,0
1979,36,0
1980,39,0
1981,23,0
1982,29,0
1983,28,0
1984,31,0
1985,55,0
1986,43,0
1987,41,0
1988,51,0
1989,35,0
1990,61,0
1991,58,0
1992,64,0
1993,44,0
1994,57,0
1995,44,0
1996,52,0
1997,58,0
1998,55,0
1999,83,0
2000,111,0
2001,131,0
2002,131,0
2003,116,0
2004,134,0
2005,185,0
2006,193,0
2007,157,0
2008,177,0
2009,209,0
2010,234,0
2011,273,0
2012,246,0
2013,212,0
2014,278,0
2015,348,0
2016,471,0
2017,498,0
2018,590,0
2019,520,0
