year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,5
1948,0,7
1949,0,0
1950,12,52
1951,0,16
1952,0,12
1953,6,10
1954,0,5
1955,0,13
1956,0,9
1957,7,19
1958,8,17
1959,8,12
1960,11,19
1961,7,19
1962,0,17
1963,0,13
1964,0,10
1965,0,7
1966,0,7
1967,0,10
1968,6,7
1969,6,18
1970,6,21
1971,6,15
1972,6,18
1973,9,113
1974,13,55
1975,0,67
1976,5,58
1977,7,46
1978,8,46
1979,5,38
1980,8,57
1981,0,49
1982,5,77
1983,6,67
1984,13,77
1985,6,87
1986,14,86
1987,10,110
1988,15,120
1989,12,123
1990,5,112
1991,30,122
1992,17,100
1993,9,84
1994,9,84
1995,9,86
1996,16,54
1997,9,50
1998,11,51
1999,9,44
2000,13,54
2001,0,39
2002,8,37
2003,0,31
2004,13,34
2005,11,25
2006,7,33
2007,13,28
2008,8,36
2009,0,44
2010,6,30
2011,6,36
2012,11,33
2013,12,26
2014,18,26
2015,20,34
2016,21,43
2017,38,35
2018,38,34
2019,33,16
