year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,5
1921,0,0
1922,0,0
1923,0,8
1924,0,0
1925,0,0
1926,0,0
1927,6,0
1928,0,0
1929,5,0
1930,0,10
1931,0,6
1932,5,7
1933,0,5
1934,9,6
1935,5,0
1936,0,0
1937,11,9
1938,7,7
1939,0,5
1940,7,0
1941,7,5
1942,18,7
1943,22,5
1944,17,0
1945,21,6
1946,20,8
1947,29,8
1948,34,6
1949,20,8
1950,29,11
1951,22,8
1952,34,9
1953,26,9
1954,79,27
1955,116,12
1956,173,17
1957,132,18
1958,90,20
1959,83,32
1960,91,18
1961,74,23
1962,76,18
1963,65,16
1964,45,22
1965,40,19
1966,32,19
1967,32,16
1968,31,19
1969,27,19
1970,20,11
1971,25,17
1972,22,11
1973,28,18
1974,21,7
1975,25,12
1976,15,20
1977,18,14
1978,24,16
1979,32,9
1980,16,15
1981,18,11
1982,20,12
1983,25,12
1984,20,15
1985,10,13
1986,12,10
1987,19,12
1988,19,20
1989,20,14
1990,7,17
1991,16,22
1992,11,11
1993,18,17
1994,21,10
1995,17,8
1996,18,10
1997,15,6
1998,19,10
1999,20,11
2000,15,12
2001,10,10
2002,14,5
2003,19,6
2004,10,14
2005,14,6
2006,15,12
2007,12,10
2008,12,9
2009,16,5
2010,19,15
2011,13,10
2012,12,12
2013,18,8
2014,13,10
2015,14,15
2016,23,9
2017,16,8
2018,11,9
2019,17,16
