year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,7,0
1931,0,0
1932,5,0
1933,0,0
1934,7,0
1935,8,0
1936,9,0
1937,16,0
1938,21,0
1939,20,0
1940,41,0
1941,43,0
1942,39,5
1943,27,0
1944,28,0
1945,36,0
1946,45,0
1947,65,0
1948,52,0
1949,59,0
1950,47,0
1951,74,5
1952,81,5
1953,757,9
1954,917,5
1955,1449,0
1956,1576,8
1957,1535,0
1958,1422,6
1959,1359,6
1960,1387,6
1961,1265,0
1962,1111,5
1963,1089,0
1964,936,7
1965,717,9
1966,588,7
1967,446,8
1968,399,11
1969,337,6
1970,344,5
1971,289,6
1972,221,7
1973,231,9
1974,266,6
1975,380,13
1976,586,11
1977,580,5
1978,656,0
1979,660,7
1980,757,12
1981,724,7
1982,588,7
1983,465,10
1984,374,6
1985,308,9
1986,300,6
1987,244,0
1988,229,7
1989,177,0
1990,170,8
1991,129,12
1992,119,11
1993,103,10
1994,90,16
1995,83,13
1996,65,9
1997,56,11
1998,56,9
1999,48,9
2000,69,11
2001,58,12
2002,48,12
2003,52,5
2004,33,17
2005,36,12
2006,44,8
2007,37,17
2008,43,14
2009,43,14
2010,30,7
2011,34,12
2012,46,13
2013,31,14
2014,50,12
2015,47,13
2016,62,19
2017,58,16
2018,62,13
2019,66,8
