year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,5,0
1915,0,0
1916,7,0
1917,6,0
1918,9,0
1919,8,0
1920,18,0
1921,16,0
1922,9,0
1923,12,0
1924,16,0
1925,23,0
1926,92,0
1927,48,0
1928,27,0
1929,35,0
1930,30,0
1931,26,0
1932,48,0
1933,48,0
1934,59,0
1935,70,0
1936,88,0
1937,74,0
1938,79,0
1939,79,0
1940,83,0
1941,77,0
1942,78,0
1943,103,0
1944,93,0
1945,80,0
1946,112,0
1947,140,0
1948,97,0
1949,168,0
1950,158,0
1951,147,0
1952,179,0
1953,200,0
1954,263,0
1955,199,0
1956,215,0
1957,239,0
1958,216,0
1959,218,0
1960,235,0
1961,274,0
1962,282,0
1963,213,0
1964,259,0
1965,286,0
1966,233,0
1967,236,0
1968,261,0
1969,258,0
1970,274,0
1971,280,0
1972,223,0
1973,258,0
1974,209,0
1975,298,0
1976,293,0
1977,267,0
1978,334,0
1979,416,5
1980,340,0
1981,330,0
1982,308,0
1983,286,0
1984,288,0
1985,260,5
1986,242,0
1987,245,8
1988,241,0
1989,216,0
1990,227,0
1991,202,0
1992,216,0
1993,185,0
1994,191,0
1995,147,0
1996,145,0
1997,147,0
1998,149,0
1999,123,0
2000,126,0
2001,102,0
2002,111,0
2003,94,5
2004,119,0
2005,85,0
2006,117,0
2007,119,0
2008,123,0
2009,131,0
2010,96,0
2011,88,0
2012,77,0
2013,59,0
2014,54,0
2015,44,0
2016,42,0
2017,36,0
2018,32,0
2019,40,0
