year,Boys,Girls
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,0,0
1893,0,0
1894,0,0
1895,0,0
1896,0,0
1897,0,0
1898,0,0
1899,0,0
1900,0,0
1901,0,0
1902,0,0
1903,0,0
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,0
1909,0,0
1910,0,0
1911,0,0
1912,0,0
1913,0,0
1914,0,0
1915,0,0
1916,0,0
1917,0,0
1918,0,0
1919,0,0
1920,0,0
1921,0,0
1922,0,0
1923,0,0
1924,0,0
1925,0,0
1926,0,0
1927,0,0
1928,0,0
1929,0,0
1930,0,0
1931,0,0
1932,0,0
1933,0,0
1934,0,0
1935,0,0
1936,0,0
1937,0,0
1938,0,0
1939,0,0
1940,0,0
1941,0,0
1942,0,0
1943,0,0
1944,0,0
1945,0,0
1946,0,0
1947,0,0
1948,0,0
1949,0,0
1950,0,0
1951,0,0
1952,0,0
1953,0,0
1954,0,0
1955,0,0
1956,0,0
1957,14,0
1958,0,0
1959,0,0
1960,0,0
1961,0,0
1962,0,0
1963,0,0
1964,0,0
1965,6,0
1966,0,0
1967,0,0
1968,10,0
1969,9,0
1970,6,0
1971,6,0
1972,12,0
1973,17,0
1974,11,0
1975,21,0
1976,12,0
1977,18,0
1978,17,0
1979,36,5
1980,20,5
1981,29,0
1982,22,0
1983,23,7
1984,27,0
1985,28,9
1986,26,9
1987,35,9
1988,31,7
1989,38,6
1990,36,0
1991,34,10
1992,41,10
1993,37,15
1994,50,14
1995,49,22
1996,68,11
1997,53,20
1998,65,20
1999,77,19
2000,87,24
2001,76,43
2002,94,55
2003,99,64
2004,84,83
2005,87,113
2006,105,103
2007,175,146
2008,167,127
2009,131,154
2010,161,145
2011,156,117
2012,206,202
2013,176,161
2014,159,124
2015,152,128
2016,145,140
2017,147,136
2018,173,129
2019,154,133
