year,F,M
1880,0,0
1881,0,0
1882,0,0
1883,0,0
1884,0,0
1885,0,0
1886,0,0
1887,0,0
1888,0,0
1889,0,0
1890,0,0
1891,0,0
1892,6,0
1893,6,0
1894,0,0
1895,6,0
1896,6,0
1897,5,0
1898,5,0
1899,0,0
1900,8,0
1901,0,0
1902,7,0
1903,5,0
1904,0,0
1905,6,0
1906,10,0
1907,7,0
1908,5,0
1909,9,0
1910,0,0
1911,12,0
1912,9,0
1913,11,0
1914,10,0
1915,14,0
1916,10,0
1917,13,0
1918,18,0
1919,15,0
1920,16,0
1921,19,0
1922,17,0
1923,23,0
1924,17,0
1925,16,0
1926,21,0
1927,22,0
1928,19,0
1929,22,0
1930,17,0
1931,16,0
1932,23,0
1933,18,0
1934,11,0
1935,15,0
1936,16,0
1937,13,0
1938,15,0
1939,23,0
1940,15,0
1941,25,0
1942,20,0
1943,19,0
1944,20,0
1945,20,0
1946,19,0
1947,22,0
1948,28,0
1949,29,0
1950,28,0
1951,22,0
1952,23,0
1953,24,0
1954,26,0
1955,18,0
1956,35,0
1957,18,0
1958,31,0
1959,27,0
1960,22,0
1961,18,0
1962,19,0
1963,18,0
1964,17,0
1965,22,0
1966,21,0
1967,17,0
1968,18,0
1969,17,0
1970,24,0
1971,22,0
1972,18,0
1973,12,0
1974,10,0
1975,13,0
1976,10,0
1977,13,0
1978,17,0
1979,13,0
1980,16,0
1981,13,0
1982,9,0
1983,10,0
1984,7,0
1985,10,0
1986,12,0
1987,17,0
1988,7,0
1989,5,0
1990,0,0
1991,7,0
1992,12,0
1993,6,0
1994,0,0
1995,7,0
1996,0,0
1997,0,0
1998,0,0
1999,0,0
2000,0,0
2001,0,0
2002,0,0
2003,0,0
2004,0,0
2005,0,0
2006,0,0
2007,0,0
2008,0,0
2009,0,0
2010,0,0
2011,0,0
2012,0,0
2013,0,0
2014,0,0
2015,0,0
2016,0,0
2017,0,0
2018,0,0
2019,0,0
