year,Boys,Girls
1880,0,0
1881,0,0
1882,0,8
1883,0,6
1884,0,5
1885,0,0
1886,0,10
1887,0,8
1888,0,11
1889,0,8
1890,0,0
1891,0,7
1892,0,8
1893,0,0
1894,0,10
1895,0,5
1896,0,0
1897,0,0
1898,0,0
1899,0,5
1900,0,8
1901,0,0
1902,0,0
1903,0,11
1904,0,0
1905,0,0
1906,0,0
1907,0,0
1908,0,8
1909,0,6
1910,0,8
1911,0,7
1912,0,15
1913,0,8
1914,0,13
1915,0,22
1916,0,21
1917,0,17
1918,0,25
1919,0,20
1920,0,27
1921,0,22
1922,0,24
1923,0,16
1924,0,20
1925,0,18
1926,0,16
1927,0,19
1928,0,17
1929,0,13
1930,0,12
1931,0,20
1932,0,17
1933,0,21
1934,0,21
1935,0,17
1936,0,12
1937,0,24
1938,0,15
1939,0,17
1940,0,21
1941,0,20
1942,0,17
1943,0,16
1944,0,20
1945,0,19
1946,0,18
1947,0,29
1948,0,19
1949,0,20
1950,0,14
1951,0,24
1952,0,17
1953,0,22
1954,0,19
1955,0,17
1956,0,18
1957,0,22
1958,0,10
1959,0,17
1960,0,20
1961,0,12
1962,0,7
1963,0,25
1964,0,14
1965,0,14
1966,0,18
1967,0,12
1968,0,21
1969,0,10
1970,0,16
1971,0,28
1972,0,21
1973,0,14
1974,0,18
1975,0,22
1976,0,23
1977,0,17
1978,0,40
1979,0,19
1980,0,28
1981,0,28
1982,0,23
1983,0,35
1984,0,29
1985,0,32
1986,0,35
1987,0,44
1988,0,48
1989,0,32
1990,0,29
1991,0,35
1992,0,42
1993,0,41
1994,0,35
1995,0,33
1996,0,46
1997,0,40
1998,0,30
1999,0,40
2000,0,54
2001,0,52
2002,0,48
2003,0,61
2004,0,117
2005,0,137
2006,0,241
2007,0,279
2008,0,322
2009,0,419
2010,0,402
2011,5,438
2012,0,499
2013,0,547
2014,5,821
2015,7,740
2016,8,1040
2017,10,1232
2018,0,1441
2019,18,1666
